,Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Memory clock,Channels,Storage size (GB),Storage type,Memory card,OS suppoert (years),Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Web browsing (min),Watching video (min),Gaming (min),Standby (hr),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Angle of widest lens (°),Camera features,Aperture,Sensor size,Pixel size (micron),Autofocus,Front camera megapixels,Video resolution,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Type of SIM card,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Speakers,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price ($),Bundled charger,LTE Cat*,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
204,Oppo,355209,120734,43372,118022,73081,AMOLED,6.67,1080,2400,395,120,1,1200.0,0,180.0, - DCI-P3,163.1,75.8,7.76,187.0,IP64,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,355209,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,5000,45.0,Li-Po,No,0,1,1,,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.4,2.74,,No,32.0,1080p (Full HD) at 30 FPS,No,No,Yes,2,Nano,Standby,No,No,No,Stereo,No,,,Budget,52,,1,20,1,1,1,1,0,1,0,0,0,0,0,0,1
205,Xiaomi,726818,219624,193800,141399,171995,AMOLED,6.67,1080,2340,386,90,0,800.0,1,180.0, - DCI-P3 - Always-On Display,162.6,74.8,9.0,208.0,No,Glass,Metal,"Yes, in-display",4.0,TSMC,7.0,1,726818,8,LPDDR5,3200.0,2.0,256,UFS 3.0,No,3.0,4780,30.0,Li-Ion,No,1,1,1,80.0,485.0,829.0,313.0,95.0,108.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.2,3.0,0.9,No,20.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,1,Nano,,No,No,Yes,Stereo,No,No,No,Flagship,1543,800.0,0,22,1,1,1,1,1,1,1,1,1,0,0,0,1
206,Asus,2149033,469041,889685,412921,377386,AMOLED,6.78,1080,2400,388,165,1,2500.0,1,, - DCI-P3 - Always-On Display - DC Dimming,163.8,76.8,8.9,225.0,IP68,Glass,Metal,"Yes, in-display",12.0,TSMC,4.0,1,2149033,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5500,65.0,Li-Po,No,1,1,1,39.0,,,,,50.0,Optical,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.5,3.2,1.0,Phase autofocus,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,Yes,Flagship,234,1099.0,1,18,1,1,1,1,1,1,0,0,0,0,0,1,0
207,Realme,607696,187903,179237,105750,134806,Super AMOLED,6.43,1080,2400,402,120,0,630.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,159.2,73.5,8.7,174.0,No,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,607696,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,2.0,4300,65.0,Li-Po,No,0,0,1,31.0,473.0,732.0,311.0,101.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.5,2.74,0.8,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,Yes,No,No,Mid-range,1148,355.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
208,Samsung,147707,55930,16131,36756,38890,PLS TFT,6.5,720,1600,270,60,0,400.0,0,,,164.2,75.9,9.1,188.0,No,Plastic,Plastic,No,,TSMC,12.0,0,147707,3,LPDDR4X,1800.0,2.0,32,eMMC 5.1,MicroSD,,5000,10.0,Li-Ion,No,0,0,0,165.0,,,,,13.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.2,,,No,5.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Mono,Yes,,No,Budget,660,135.0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1
209,Vivo,438348,159023,80671,95672,102982,AMOLED,6.78,1080,2400,388,120,0,1300.0,0,, - DCI-P3 - Always-On Display - DC Dimming,164.44,74.92,7.49,183.0,IP54,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,438348,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,,5000,44.0,Li-Po,No,0,1,1,,,,,,64.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.5,,,No,16.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,Yes,Mono,No,No,No,Mid-range,82,300.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
210,Samsung,1852243,439300,794881,319119,298943,Dynamic AMOLED,6.7,1080,2640,426,120,1,1600.0,1,, - DCI-P3 - Always-On Display,165.1,71.9,6.9,187.0,IP48,Glass,Metal,"Yes, in-button",12.0,TSMC,4.0,1,1852243,12,LPDDR5,3200.0,4.0,256,UFS 4.0,No,,4000,25.0,Li-Po,No,1,1,1,101.0,356.0,804.0,258.0,89.0,50.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode,2.2,3.0,1.22,No,10.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,52,1099.0,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
211,Google,1183110,311982,442023,200125,228980,OLED,8.0,2076,2152,373,120,1,2700.0,1,, - DCI-P3 - Always-On Display,155.2,150.2,5.1,257.0,IPX8,Glass,Metal,"Yes, in-button",,Samsung,4.0,1,1183110,16,LPDDR5X,,4.0,256,UFS 4.0,No,,4650,45.0,Li-Po,No,1,0,1,,,,,,48.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,127.0, - Bokeh mode - Pro mode - RAW support,2.2,3.94,1.22,Phase autofocus,10.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,,Flagship,-10,1799.0,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
212,Samsung,429652,156675,64016,85016,123935,PLS TFT,6.6,1080,2408,400,90,0,450.0,0,,,166.8,77.2,9.4,206.0,No,Plastic,Plastic,"Yes, in-button",,Samsung,5.0,1,429652,4,LPDDR4X,,2.0,64,UFS 2.2,MicroSD,1.0,6000,15.0,Li-Po,No,0,0,1,142.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,,,No,13.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,Yes,Yes,Yes,Budget,540,200.0,0,18,1,1,1,1,1,1,0,0,0,0,0,0,1
213,Samsung,796383,241998,215392,158716,180277,Dynamic AMOLED,6.8,1440,3088,500,120,1,830.0,1,, - DCI-P3 - Always-On Display,163.3,77.9,8.9,228.0,IP68,Glass,Metal,"Yes, in-display",4.0,Samsung,4.0,1,796383,8,LPDDR5,,4.0,128,UFS 3.1,No,2.0,5000,45.0,Li-Po,No,1,1,1,59.0,546.0,827.0,357.0,113.0,108.0,Digital,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,2.82,0.7,Phase autofocus,40.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,905,1199.0,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
214,Motorola,471522,155892,78906,106020,130704,IPS LCD,6.5,1080,2400,405,120,1,560.0,0,240.0, - DCI-P3,161.56,73.82,8.89,177.0,IP52,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,471522,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,1.0,5000,33.0,Li-Po,No,0,1,1,75.0,519.0,778.0,316.0,136.0,50.0,Digital,LED,Digital,No,No,Up to 60FPS,118.0, - Bokeh mode - Pro mode - RAW support,2.4,,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,Yes,Yes,Yes,Stereo,Yes,Yes,Yes,Mid-range,356,179.0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
215,Motorola,1222503,337426,454632,204433,226012,OLED,6.7,1080,2400,393,144,0,600.0,1,360.0, - DCI-P3 - Always-On Display,163.06,75.95,8.79,196.0,IP52,Glass,Plastic,"Yes, in-button",6.0,Samsung,4.0,1,1222503,8,LPDDR5,,4.0,128,UFS 3.1,No,1.0,4800,68.0,Li-Po,No,1,1,1,53.0,377.0,648.0,288.0,74.0,50.0,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,114.0, - Bokeh mode - Pro mode,2.2,2.8,0.6,No,60.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,905,999.0,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
216,Xiaomi,393210,127203,62717,96540,106750,IPS LCD,6.74,720,1600,260,90,0,600.0,0,,,168.0,78.0,8.09,195.0,No,Plastic,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,393210,4,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,18.0,Li-Po,No,0,0,1,129.0,,,,,50.0,Digital,LED,No,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,1.8,,,No,5.0,1080p (Full HD) at 30 FPS,No,,No,2,Nano,Standby,No,No,Yes,Mono,Yes,Yes,No,Budget,265,115.0,1,20,0,0,1,1,1,1,0,0,0,0,0,0,1
217,Oppo,655055,191233,186866,126782,150174,AMOLED,6.4,1080,2400,411,90,0,600.0,0,180.0, - DCI-P3,160.6,73.4,7.7,179.0,No,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,655055,8,LPDDR4X,2133.0,2.0,128,UFS 3.1,No,2.0,4500,80.0,Li-Po,No,0,1,1,42.0,480.0,765.0,325.0,87.0,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,2.74,0.8,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,No,No,Yes,Flagship,813,480.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
218,Xiaomi,1569435,377961,603214,309072,279188,AMOLED,6.67,1440,3200,526,120,1,4000.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,160.86,74.95,8.21,209.0,,Glass,Metal,"Yes, in-display",8.0,TSMC,4.0,1,1569435,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5000,120.0,Li-Po,No,0,0,1,27.0,432.0,589.0,317.0,103.0,50.0,Digital,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.4,3.06,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,113,499.0,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
219,Infinix,268666,80372,23332,101820,63142,IPS LCD,6.56,720,1612,269,90,0,480.0,0,,,163.6,75.6,8.3,190.0,,Plastic,Plastic,"Yes, in-button",1.0,TSMC,12.0,0,268666,4,LPDDR4X,1600.0,2.0,128,UFS 2.2,MicroSD,,5000,18.0,,No,0,1,1,,,,,,50.0,Digital,Quad LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.2,,,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,,Yes,Yes,No,Budget,265,120.0,1,7,1,0,1,0,1,1,0,0,0,0,0,0,1
220,Xiaomi,1524921,389140,596405,297015,242361,AMOLED,6.73,1440,3200,522,120,1,1300.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,163.18,74.64,9.06,227.0,IP68,Eco-leather,Metal,"Yes, in-display",8.0,TSMC,4.0,1,1524921,12,LPDDR5X,3200.0,4.0,256,UFS 4.0,No,1.0,5000,90.0,Li-Po,No,1,1,1,40.0,576.0,790.0,328.0,117.0,50.3,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,122.0, - Bokeh mode - Pro mode - RAW support,2.0,3.14,0.7,Phase autofocus,32.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,509,1499.0,1,20,1,1,1,1,1,1,1,0,0,0,0,1,0
221,ZTE,2290773,516397,904492,457734,412150,AMOLED,6.8,1116,2480,400,120,0,1600.0,1,960.0, - DCI-P3 - Always-On Display - DC Dimming,164.0,76.4,8.9,229.0,No,,Metal,"Yes, in-display",12.0,TSMC,4.0,1,2290773,16,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5500,165.0,Li-Ion,No,0,0,1,16.0,,,,,50.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.0,3.06,1.12,No,16.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,,Flagship,295,945.0,1,20,1,1,1,1,1,1,0,0,0,0,1,0,0
222,Vivo,2056289,489327,847545,392007,327410,AMOLED,6.78,1260,2800,453,120,1,3000.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,164.12,75.78,7.8,203.0,IP69,Glass,Metal,"Yes, in-display",18.0,TSMC,4.0,1,2056289,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5100,100.0,Li-Po,No,0,1,1,33.0,,,,,50.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode - RAW support,2.0,2.8,0.8,No,32.0,2160p (4K) at 60 FPS,No,Yes,Yes,2,Nano,Standby,,No,Yes,Stereo,No,No,Yes,Flagship,113,,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
223,Xiaomi,154633,55294,11263,42966,45110,TFT LCD,6.53,720,1600,269,60,0,400.0,0,,,164.9,77.0,9.0,194.0,No,Plastic,Plastic,"Yes, rear",,TSMC,12.0,0,154633,2,LPDDR4X,,2.0,32,eMMC 5.1,MicroSD,,5000,10.0,Li-Ion,No,0,0,0,205.0,,,,,13.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.2,,1.0,No,5.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,,No,Mono,Yes,Yes,No,Budget,905,100.0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1
224,Google,422755,126747,100925,86765,108318,OLED,6.2,1080,2340,413,60,0,700.0,1,, - Always-On Display,153.9,74.0,8.2,168.0,No,Plastic,Plastic,"Yes, rear",,Samsung,7.0,1,422755,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,No,3.0,3885,18.0,Li-Po,No,0,0,1,100.0,504.0,868.0,320.0,107.0,12.2,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,107.0, - Bokeh mode - Pro mode - RAW support,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,1,Nano,Standby,Yes,No,Yes,Stereo,Yes,No,Yes,Mid-range,1390,460.0,0,20,1,1,1,1,1,1,1,0,0,0,0,0,1
225,Oppo,453163,112688,107979,106261,126235,OLED,6.7,1080,2412,394,120,0,800.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,162.4,74.3,7.99,182.0,No,Glass,Plastic,"Yes, in-display",,TSMC,6.0,1,453163,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,67.0,Li-Po,No,0,1,1,45.0,,,,,50.0,Optical,LED,Digital,No,Up to 60FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,2.74,0.8,No,32.0,2160p (4K) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Mid-range,234,370.0,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
226,Samsung,146527,55975,15438,50884,24230,TFT LCD,5.7,720,1520,301,60,0,430.0,0,,,146.2,70.9,8.3,149.0,No,Plastic,Plastic,No,,Samsung,12.0,1,146527,2,LPDDR3,933.0,1.0,16,eMMC 5.1,MicroSD,2.0,3000,,Li-Ion,No,0,0,0,130.0,,,,,13.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.0,5.0,1.12,No,5.0,720p at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Budget,1664,110.0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,1
227,Samsung,135122,48967,14577,43997,27581,IPS LCD,6.5,720,1560,259,60,0,400.0,0,,,163.3,77.5,8.0,183.0,No,Plastic,Plastic,"Yes, rear",,Samsung,14.0,1,135122,3,LPDDR4X,1333.0,1.0,32,eMMC 5.1,MicroSD,2.0,4000,15.0,Li-Po,No,0,0,1,140.0,475.0,731.0,289.0,102.0,13.0,Digital,LED,Digital,No,No,Up to 30FPS,123.0, - Bokeh mode - Pro mode,2.0,,,No,8.0,720p at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Mid-range,1787,190.0,0,4,1,1,1,1,1,1,0,0,0,0,0,0,1
228,Samsung,867043,245408,270079,161725,189831,Dynamic AMOLED,7.6,1768,2208,374,120,1,500.0,1,, - DCI-P3 - Always-On Display,158.2,128.1,6.4,271.0,IPX8,Glass,Metal,"Yes, in-button",4.0,Samsung,5.0,1,867043,12,LPDDR5,2750.0,4.0,256,UFS 3.1,No,3.0,4400,25.0,Li-Po,No,1,1,1,106.0,361.0,659.0,275.0,80.0,12.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.2,3.2,1.22,Phase autofocus,10.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,1117,1800.0,0,20,1,1,1,1,1,1,1,1,1,0,0,0,1
229,Samsung,579837,207203,138493,95482,138659,Super AMOLED,6.7,1080,2400,393,120,0,500.0,1,, - DCI-P3 - Always-On Display,163.7,76.1,7.6,181.0,IP67,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,579837,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,2.0,5000,25.0,Li-Po,No,0,0,1,84.0,,,,,108.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.2,2.8,0.8,No,32.0,2160p (4K) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,Yes,Yes,Stereo,No,,Yes,Mid-range,874,465.0,0,18,1,1,1,0,1,1,0,0,0,0,0,0,1
230,Motorola,176485,61618,18522,46027,50318,TFT LCD,6.5,720,1600,270,90,0,450.0,0,,,167.24,76.54,9.36,203.0,IP52,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,0,176485,4,LPDDR4X,1866.0,2.0,64,eMMC 5.1,MicroSD,,5000,10.0,Li-Po,No,0,0,0,140.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,2.76,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Mid-range,933,199.0,1,12,1,1,1,1,1,1,0,0,0,0,0,0,1
231,Motorola,1143555,322034,366600,210728,244193,AMOLED,6.9,1080,2640,413,165,1,500.0,1,, - DCI-P3 - Always-On Display - DC Dimming,170.83,73.95,6.99,188.5,IP52,Glass,Metal,"Yes, in-button",6.0,TSMC,4.0,1,1143555,8,LPDDR5,3200.0,4.0,256,UFS 3.1,No,,3800,30.0,Li-Po,No,1,0,1,87.0,408.0,702.0,266.0,90.0,12.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,108.0, - Bokeh mode - Pro mode - RAW support,2.4,3.0,0.7,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,448,1199.0,1,20,1,1,1,1,1,1,1,0,0,0,0,0,1
232,Honor,394850,135356,69876,96988,92630,TFT LCD,6.5,720,1600,270,90,0,450.0,0,,,163.66,75.13,8.68,194.0,No,Plastic,Plastic,"Yes, in-button",,Samsung,8.0,1,394850,4,LPDDR4X,2133.0,2.0,128,UFS 2.1,MicroSD,,5000,22.5,Li-Po,No,0,0,1,97.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,,,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,Yes,No,No,Budget,540,150.0,1,18,1,0,1,1,1,1,0,0,0,0,0,0,1
233,Samsung,162430,60921,16172,44078,41259,PLS TFT,6.5,720,1600,270,90,0,400.0,0,,,164.7,76.7,9.1,195.0,No,Plastic,Plastic,"Yes, in-button",,Samsung,8.0,0,162430,3,LPDDR4X,1866.0,2.0,32,eMMC 5.1,MicroSD,2.0,5000,15.0,Li-Ion,No,0,0,1,134.0,555.0,796.0,343.0,121.0,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.2,,,No,5.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Budget,721,150.0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,1
234,Xiaomi,432860,137944,65959,112970,115987,AMOLED,6.67,1080,2400,394,120,0,1300.0,0,, - DCI-P3 - Always-On Display - DC Dimming,161.1,74.95,7.98,179.0,IP54,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,432860,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,1.0,5000,67.0,Li-Po,No,0,0,1,48.0,473.0,701.0,308.0,136.0,64.0,Digital,LED,Digital,No,No,Up to 60FPS,118.0, - Bokeh mode - Pro mode,2.6,3.06,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,No,Stereo,Yes,Yes,Yes,Mid-range,234,199.0,1,20,0,1,1,1,1,1,0,0,0,0,0,0,1
235,Realme,380482,122880,76972,82260,98370,Super AMOLED,6.4,1080,2400,409,60,0,430.0,1,180.0, - Always-On Display - DC Dimming,160.6,73.9,8.1,176.0,No,Plastic,Plastic,"Yes, in-display",,Samsung,8.0,1,380482,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,MicroSD,2.0,4500,50.0,Li-Po,No,0,0,1,39.0,590.0,810.0,343.0,120.0,108.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode - RAW support,2.5,3.0,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,No,,Mid-range,1270,350.0,0,15,1,1,1,1,1,1,0,0,0,0,0,0,1
236,Motorola,261535,85300,38887,63200,74149,IPS LCD,6.5,720,1600,270,90,0,400.0,0,,,162.7,74.66,8.19,183.45,Yes,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,261535,4,LPDDR4X,1800.0,2.0,64,eMMC 5.1,MicroSD,,5000,10.0,Li-Po,No,0,0,1,150.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,4.0,1.12,No,8.0,720p at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,Yes,Budget,599,159.0,1,7,1,1,1,1,0,1,0,0,0,0,0,0,1
237,Motorola,274561,74416,26729,101944,71472,IPS LCD,6.5,1080,2400,405,60,0,400.0,0,,,161.46,73.82,7.99,177.0,IP52,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,0,274561,4,LPDDR4X,1866.0,2.0,128,UFS 2.2,MicroSD,,5000,15.0,Li-Po,No,0,0,1,106.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,Yes,Budget,387,120.0,1,7,1,1,1,1,1,1,0,0,0,0,0,0,1
238,Xiaomi,240697,88615,35342,63561,53179,IPS LCD,6.53,1080,2340,395,60,0,440.0,0,,,162.3,77.3,9.6,198.0,No,Plastic,Plastic,"Yes, in-button",,Samsung,11.0,1,240697,4,LPDDR4X,1866.0,2.0,64,UFS 2.1,MicroSD,1.0,6000,18.0,Li-Po,No,0,1,1,180.0,711.0,949.0,399.0,155.0,48.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.1,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,No,Yes,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Budget,1360,150.0,0,12,1,0,1,1,1,1,0,0,0,0,0,0,1
239,Honor,1307216,358602,494153,221955,232506,OLED,6.78,1224,2700,437,120,0,1600.0,1,, - DCI-P3 - Always-On Display - DC Dimming,163.8,74.9,8.1,192.0,No,Glass,Metal,"Yes, in-display",6.0,TSMC,4.0,1,1307216,12,LPDDR5,3200.0,4.0,256,UFS 3.1,No,1.0,5000,90.0,Li-Po,No,0,1,1,37.0,,,,,200.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,1.4,1.12,No,50.0,2160p (4K) at 30 FPS,Yes,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Flagship,448,490.0,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
240,Samsung,788690,227108,239255,147100,175227,Dynamic AMOLED,6.7,1080,2640,426,120,1,850.0,1,, - DCI-P3 - Always-On Display,166.0,72.2,6.9,183.0,IPX8,Glass,Metal,"Yes, in-button",4.0,Samsung,5.0,1,788690,8,LPDDR5,2750.0,2.0,128,UFS 3.1,No,3.0,3300,25.0,Li-Ion,No,1,1,1,90.0,334.0,557.0,235.0,65.0,12.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.4,3.2,1.22,Phase autofocus (Dual Pixel),10.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,1117,1000.0,0,20,1,1,1,1,1,1,1,1,1,0,0,0,1
