Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Laser autofocus,Autofocus_Phase autofocus,Autofocus_Phase autofocus (Dual Pixel),Speakers_Mono,Speakers_Stereo,Bundled charger,LTE Cat*,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
11,408916,117265,70997,108426,112228,2,6.78,1080,2460,396,120,0,580,0,60,2,168.6,76.6,9.23,206,0,0,0,0,1,0,6,1,408916,8,3,2,128,4,0,7000,33,0,0,0,0,1,67,50,0,2,2,0,0,1,1.7,3.003953901,0.9680385288966724,8,0,2,1,2,0,0,0,0,1,1,1,1,143,0,2,1,1,1,0,0,0,0,0,1,1,13,1,1,1,1,1,1,0,0,0,0,0,0,1
5,570112,198982,137591,95368,138171,3,6.5,1080,2400,405,120,0,400,1,60,1,159.9,75.1,8.4,189,11,0,0,0,1,0,6,1,570112,6,3,2,128,3,1,4500,25,1,0,0,0,1,88,64,0,1,2,0,1,2,2.2,2.8,0.8,32,0,1,0,2,0,0,1,1,1,0,1,1,1086,1,4,1,1,1,0,0,0,0,0,1,0,18,0,1,1,1,1,1,0,1,1,0,0,0,1
5,306360,93762,67379,74338,70881,3,5.5,1440,2560,534,60,0,610,0,60,4,150.9,72.6,7.7,157,1,1,1,1,1,1,14,0,306360,4,2,2,32,2,1,3600,15,1,0,1,0,1,115,12,0,1,2,0,1,2,1.7,4.1,1.34,5,0,2,0,2,0,0,1,0,1,0,0,2,3096,3,2,1,0,1,0,0,0,0,1,0,0,9,1,1,1,1,1,1,1,0,0,0,0,0,1
2,751592,217126,220535,143934,169997,3,6.67,1080,2400,395,144,0,500,1,720,0,163.8,76.4,9.9,210,3,1,1,1,2,0,7,1,751592,6,4,4,128,6,0,4500,120,0,0,0,0,1,19,48,0,1,2,0,2,2,2,5,0.8,20,0,2,0,2,0,0,0,1,1,0,1,2,1270,1,2,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,0,1
2,592246,205501,138204,108214,140327,0,6.55,1080,2400,402,120,0,500,1,60,0,159.3,73.7,7.29,173,0,1,0,0,1,0,6,1,592246,6,3,2,128,4,0,4300,67,0,0,0,0,1,50,108,0,1,2,0,1,2,2.5,2.8,0.8,32,0,2,1,2,0,0,0,1,0,0,1,1,783,1,2,2,1,1,0,0,1,0,0,1,1,18,0,1,1,1,1,1,0,0,0,0,0,0,1
5,297257,107322,39447,84454,66034,7,6.6,1080,2408,400,90,0,460,0,60,3,164.5,76.9,8.4,195,3,0,0,1,1,0,6,1,297257,4,3,2,32,1,1,5000,25,0,0,0,0,1,103,50,0,1,2,0,0,1,2.2,5,1.12,8,0,2,0,2,0,0,0,0,1,1,1,0,905,0,2,1,1,1,0,0,0,0,1,0,1,20,0,1,1,0,1,1,0,0,0,0,0,0,1
0,752358,201661,225139,156207,169351,0,6.67,1080,2400,395,120,0,900,0,360,1,162.7,75.9,8.2,190,0,0,0,0,1,0,6,1,752358,8,3,2,256,6,1,5000,68,0,0,1,1,1,56,108,0,4,2,0,1,2,1.8,1.67,0.8,32,0,2,0,2,0,0,0,1,1,1,0,1,448,1,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
14,249559,86258,22575,83768,56958,2,6.5,720,1600,270,60,0,400,0,120,3,164.2,75.7,8.3,187,3,0,0,1,1,0,12,1,249559,3,3,2,32,4,1,5000,10,0,0,0,0,0,180,50,0,1,2,0,0,1,2.2,5,0.9680385288966724,5,0,1,0,2,0,0,0,0,1,0,0,0,721,0,1,1,1,0,0,0,0,0,1,0,1,7,1,0,1,1,0,1,0,0,0,0,0,0,1
2,466347,130936,158747,91990,84674,2,6.18,1080,2246,403,60,0,500,0,60,3,155.5,75.2,8.8,182,3,0,0,2,5,1,10,1,466347,6,3,2,64,3,1,4000,18,0,0,0,0,1,120,12,0,2,2,0,2,4,2,3.1,0.9,20,0,0,0,2,0,0,0,0,1,1,0,2,2213,1,2,1,1,1,0,0,0,0,0,1,0,16,1,1,1,1,1,1,0,0,0,1,0,0,1
0,515609,166403,88444,128743,132019,8,6.78,1080,2460,388,120,0,500,0,240,2,168.73,76.53,8.77,199,3,0,0,1,5,0,6,1,515609,8,4,2,128,6,1,5000,33,0,0,0,0,1,115,48,1,4,2,0,1,2,2,2.76,1.12,16,0,0,0,2,0,0,0,1,1,1,1,1,905,1,2,1,1,1,0,0,0,0,1,0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
5,843008,232358,256356,163007,191217,5,6.8,1440,3200,515,120,1,1500,1,60,1,165.1,75.6,8.9,227,1,1,1,0,1,1,5,1,843008,12,4,2,128,6,0,5000,25,1,0,1,1,1,71,108,0,2,2,1,2,2,2.2,2.65,0.7,40,0,2,0,2,0,1,0,1,0,0,1,2,1298,4,4,2,1,1,1,0,1,0,0,1,0,24,1,1,1,1,1,1,1,1,1,0,0,0,1
2,393616,134893,62066,93997,102658,2,6.506505159298528,1080,2400,404,90,0,500,0,172,3,162.18380439861315,75.47563930106026,8.913010318597056,190.91072230179392,3,0,0,1,5,0,7,1,393616,4,3,2,64,4,1,5000,17,0,0,0,0,1,121,48,0,1,2,0,0,1,2,3.9193360246982536,1.12,8.325257964926397,0,2,0,2,0,0,1,1,1,0,0,0,1169,0,2,1,1,1,0,0,0,0,1,0,0,18,1,1,1,1,1,1,0,0,0,0,0,0,1
4,382505,125371,63264,88359,105509,2,6.5015334338824005,1080,2340,396,90,0,784,0,60,2,160.18689458666933,76.72332831,8.425557231373334,199.48885537253332,3,0,0,1,5,0,6,1,382505,4,3,2,124,4,1,5000,24,0,0,0,0,1,84,49,0,1,0,0,0,1,2,3.108047594981867,1.12,12.744427686266667,0,1,0,2,0,0,0,1,1,0,0,0,314,0,2,1,1,1,0,0,0,0,1,0,0,19,0,1,1,0,1,1,0,0,0,0,0,0,1
2,160752,52780,16949,54442,36580,2,6.706219523638201,720,1648,267,61,0,400,0,60,3,169.3941026,76.51978947869723,9.153192985798157,203.9312640661491,2,0,0,1,1,2,7,0,160752,3,3,2,35,3,1,5965,18,0,0,0,0,1,235,14,0,1,2,0,0,1,2.193126406614912,3.003953901,0.9680385288966724,5.103103900776322,0,0,0,2,0,0,0,0,1,1,0,0,773,0,2,1,1,1,0,0,0,0,1,0,1,4,1,0,1,1,0,1,0,0,0,0,0,0,1
4,307052,99557,40307,88850,78344,5,6.648267283991444,1080,2400,396,90,0,497,0,60,2,166.44227044018683,77.04700157809769,8.663962117162688,191.1259602217469,2,0,0,1,1,0,6,1,307052,4,3,2,64,1,1,5000,26,0,0,0,0,1,84,50,0,1,2,0,0,1,2.0766410607534156,2.9648757924713416,1.1178644204308232,13,0,1,0,2,0,0,0,0,1,0,1,0,448,0,2,1,1,1,0,0,0,0,0,0,0,13,0,0,0,1,0,1,0,0,0,0,0,0,1
5,362526,124011,49221,95182,94131,0,6.6486770361578635,1080,2403,396,120,0,1434,0,96,1,162.80658161066248,75.53476931154133,8.131445297661886,190.17537573045354,4,0,0,0,1,0,7,1,362526,5,3,2,108,3,1,5000,28,0,0,0,0,1,93,90,0,1,2,0,0,1,2.308615869247989,3.041723173849598,1,16,0,1,0,2,0,0,0,0,1,0,0,1,493,0,2,1,1,1,0,0,0,0,0,0,0,13,1,1,1,1,1,1,0,0,0,0,0,0,1
12,393189,130097,46355,108593,108142,2,6.456371470781724,1080,2400,407,87,0,1000,0,168,1,160.24929172442938,73.25161961042299,7.890232788599362,183.2697375,3,0,0,0,4,0,6,1,393189,8,3,2,128,4,1,5000,33,0,0,0,0,1,77,62,0,1,2,0,0,1,2.051163942996808,2.098058299847225,0.7566498261237026,8.781376912051071,0,2,0,2,0,0,0,0,1,0,0,1,471,0,2,1,1,1,0,0,0,0,0,0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
7,285395,92078,48879,71611,72825,5,6.575784073637083,833,1852,307,90,0,518,0,60,2,165.38414752576597,75.87892036818542,8.386345264730926,190.89502934465804,3,0,0,1,3,0,8,1,285395,4,3,2,64,1,1,5000,20,0,0,0,0,1,116,50,0,1,2,0,0,1,2,2.837032584897504,0.7435837334571066,5.94730092,0,1,0,2,0,0,0,1,1,0,0,0,832,0,1,1,1,1,0,0,0,0,1,0,0,14,0,1,1,1,1,1,0,0,0,0,0,0,1
4,406144,137855,69529,89237,109521,2,6.544015249,921,2019,339,103,0,667,0,60,2,161.99265572308028,76.00772551126872,8.311969501,197.35908503756238,3,0,0,1,1,0,6,1,406144,6,3,2,128,4,1,5000,21,0,0,0,0,1,93,50,0,1,0,0,0,1,2,3.473743344115225,1.12,10.799237531301994,0,1,0,1,0,0,0,0,1,0,1,0,224,0,2,1,1,0,0,0,0,0,0,0,0,15,0,0,1,1,1,1,0,0,0,0,0,0,1
4,306279,99516,39704,93577,73487,2,6.712203823484478,1080,2390,390,90,0,542,0,60,2,163.80272617498778,74.91966882272061,7.546410205527375,179.68484116658513,3,0,0,1,1,0,6,1,306279,6,3,2,128,3,0,4244,23,0,0,0,0,1,84,69,0,1,2,0,0,1,2.4389808825776105,2.8411605213023594,0.9280052858690445,15.02369412124177,0,0,0,2,0,0,0,0,1,0,0,0,826,0,2,1,1,1,0,0,0,0,0,0,1,19,0,0,1,1,1,1,0,0,0,0,0,0,1
2,427236,156125,48108,116801,106201,2,6.79,1080,2460,396,90,0,550,0,60,2,168.6,76.28990353820222,8.184855307303337,199,0,0,0,1,1,1,4,1,427236,4,3,2,128,4,1,5000,18,0,0,0,0,1,125,50,0,1,2,0,0,1,2.100964617977746,4.011604060113538,1.3627907349129909,6.48553073,0,1,1,2,0,0,0,1,1,0,0,0,417,0,2,1,1,1,0,0,0,0,1,0,1,18,0,0,1,1,1,1,0,0,0,0,0,0,1
13,399785,131499,95969,83702,88613,1,6.5058460485895875,1080,2400,404,91,0,478,0,124,2,162.16533819011892,74.85846048589588,8.872489183107826,191.06877704223044,2,0,0,1,1,0,11,1,399785,4,3,2,125,3,1,4324,30,0,0,0,0,1,55,65,0,1,2,0,1,2,2.017194260557609,3.0986244591553915,1,16,0,2,0,2,0,0,0,0,1,1,0,1,1622,0,2,1,1,1,0,0,0,0,0,0,0,6,1,1,1,1,1,1,0,0,0,0,0,0,1
13,151103,54188,10011,42939,43963,2,6.5,720,1600,270,60,0,404,0,114,3,164.2,75.71813591958424,8.554407758752731,188.26698994803044,3,0,0,1,1,3,28,0,151103,2,2,1,32,1,1,5000,10,0,0,0,0,0,204,8,0,1,2,0,0,1,2.2,4.818999342284097,0.9680385288966724,5,0,0,0,2,0,0,0,0,1,0,0,0,745,0,1,1,0,0,0,0,0,0,1,0,1,6,1,0,1,1,0,0,0,0,0,0,0,0,1
2,154652,55332,11171,43035,45113,4,6.250517619871982,720,1558,275,60,0,433,0,60,3,160.0866923422397,75.29205212,9.129389990800009,186.4953805335995,4,0,0,2,1,0,12,0,154652,2,2,1,27,1,1,4741,19,0,0,0,0,0,192,12,0,1,2,0,0,1,2.2,3.520490673556474,1.0310535977920021,5,0,0,0,2,0,0,0,0,1,1,0,0,1164,0,2,1,0,0,0,0,0,0,1,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,1
10,428555,145196,51389,114114,117854,2,6.645754902557876,1080,2400,396,120,0,818,0,179,2,164.2365900287901,75.33055080832708,8.094973258775223,189.34991086258407,3,0,0,1,3,0,6,1,428555,6,3,2,128,4,1,5337,40,0,0,0,0,1,79,88,0,1,2,0,0,1,2.134991086258407,2.120179715188443,0.9788248131533096,10.699821725168144,0,1,0,1,0,0,1,1,1,0,1,1,235,0,2,1,1,1,0,0,0,0,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
2,254310,78998,41168,63455,70687,3,6.628576437,832,1876,308,90,0,579,0,125,3,164.79545579827501,75.50185483250395,8.155855538044705,184.98737721743058,2,0,0,1,1,0,12,1,254310,5,3,2,167,1,1,5000,20,0,0,0,0,1,104,50,0,1,2,0,0,1,2.1558555380447055,2.6945406740212237,1.072631926318252,8,0,0,0,2,0,0,0,0,1,0,0,0,329,0,2,1,1,1,0,0,0,0,0,1,1,11,0,0,1,1,1,1,0,0,0,0,0,0,1
3,150446,56933,17110,37937,38464,6,6.5,720,1600,268,75,0,431,0,60,3,164.06998299470553,75.4007347,8.782758507081535,186.43979593646657,3,0,0,1,1,0,12,0,150446,3,3,2,48,1,1,5000,12,0,0,0,0,0,158,32,0,1,2,0,0,1,2.3560204063533434,3.5219656245692534,1.3747116838106699,10.72074823295592,0,0,0,2,0,0,0,0,1,0,0,0,787,0,2,1,1,0,0,0,0,0,1,0,1,5,1,0,1,1,0,0,0,0,0,0,0,0,1
6,415326,133085,65501,105497,111241,1,6.730138130727761,1080,2432,395,120,0,725,0,261,1,165.94012354533191,76.31082878436656,8.601105045822086,211.96604858122978,1,0,0,1,1,0,6,1,415326,8,3,2,186,4,1,5546,55,0,0,0,1,1,56,76,0,2,2,0,0,2,2,2.7781315888262688,0.9749472893898495,18.87895329576129,0,1,0,2,0,0,0,0,1,1,0,0,445,0,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
3,318062,103269,40697,95881,76583,0,6.663029108894895,1013,2261,371,90,0,1722,0,231,0,161.5620468418057,74.62579032676547,7.0591302278435455,169.5122347,2,0,0,1,1,0,6,1,318062,7,3,2,116,4,0,4592,31,0,0,0,0,1,98,97,0,1,2,0,0,1,2.0815145544474474,1.9165873220117557,0.7006393836505893,42.236112867927865,0,0,0,1,0,0,0,0,0,0,0,0,259,0,2,1,1,0,0,0,0,0,0,0,1,13,0,0,1,1,1,1,0,0,0,0,0,0,1
2,276668,89739,40464,64950,81513,2,6.506691381891797,1080,2400,404,90,0,408,0,63,3,162.01253687727115,75.51216614889418,8.869280474042204,181.25853066400126,3,0,0,1,1,0,12,1,276668,4,3,2,65,1,1,5000,18,0,0,0,0,1,131,50,0,1,2,0,0,1,2,2.7756677022116465,1.1072255436611147,8,0,1,0,2,0,0,0,0,1,0,0,0,1099,0,2,1,1,1,0,0,0,0,0,0,1,7,1,0,1,1,1,1,0,0,0,0,0,0,1
10,428033,138955,62945,112714,113418,2,6.733492030598333,1080,2413,392,120,0,848,0,199,2,166.27460152991665,76.21243358831944,7.815925618917776,190.47353894302773,4,0,0,1,4,0,6,1,428033,6,3,2,128,4,1,5000,42,0,0,0,0,1,78,108,0,1,1,0,0,1,2.044973435327777,1.9699624474189104,0.8942734310749043,13.39681223933325,0,1,0,2,0,0,0,0,1,0,0,1,194,0,2,1,1,1,0,0,0,0,0,1,1,16,1,1,1,1,1,1,0,0,0,0,0,0,1
10,433170,141860,68884,105672,116802,1,6.773344883572061,1080,2456,395,120,0,587,0,183,1,168.34148722689818,76.48245469305361,8.938288920395474,218.12446718848986,2,0,0,1,4,0,6,1,433170,7,3,2,128,4,1,5000,65,0,0,0,0,1,50,49,0,1,2,0,0,1,1.7484008467486487,3.0037146855313623,0.9772323587398866,15.818496824692566,0,2,0,2,0,0,0,1,1,1,0,1,397,0,2,1,1,1,0,0,0,0,0,0,1,19,1,1,1,1,1,1,0,0,0,0,0,0,1
5,419755,133521,70185,110747,104707,2,6.791586188034212,1080,2410,389,93,0,832,0,60,2,166.59482735042764,76.44741367521382,8.203189572649677,198.05344615384882,3,0,0,1,5,0,6,1,419755,4,3,2,128,4,0,5295,34,0,0,0,0,1,141,101,0,1,2,0,0,1,2.010517264957235,1.7846381880338626,0.64,8,0,1,0,2,0,0,0,1,1,0,0,0,155,0,2,1,1,0,0,0,0,0,0,1,0,18,1,0,1,1,1,1,0,0,0,0,0,0,1
11,429419,132201,68637,113096,115483,0,6.78,1080,2436,393,120,0,798,0,60,1,164.94126001271334,75.12063000635668,7.6402100021188915,186.43885039199492,1,0,0,0,1,0,6,1,429419,8,3,2,256,4,0,5000,47,0,0,0,0,1,60,84,0,3,2,0,0,2,2.0793699936433256,2.4847869675809604,0.8077782981487975,39.23780038140047,0,2,0,2,0,0,0,0,0,1,0,1,191,0,2,1,1,0,0,0,0,0,0,1,1,15,1,1,1,1,1,1,0,0,0,0,0,0,1
2,154206,55189,11128,42878,45010,6,6.527656227050694,720,1600,269,60,0,403,0,60,3,164.84531196451618,76.91406165852543,9.007812576497688,195.328138,3,0,0,2,1,0,13,0,154206,2,2,1,32,1,1,5000,10,1,0,0,0,0,202,12,0,1,2,0,0,1,2.2,3.003953901,0.997502986,5,0,0,0,2,0,0,0,0,1,0,0,0,912,0,2,1,0,0,0,0,0,0,1,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1
13,588064,189348,154510,113622,130583,1,6.296281925841287,1080,2345,410,65,0,561,0,75,2,155.06546014274912,74.12831412797529,7.8150437253488265,175.2388950287269,3,0,0,0,1,0,6,1,588064,6,3,2,128,3,0,3860,24,0,0,0,0,1,84,48,0,1,2,0,0,1,2.044246251,2.817698500410384,0.8176985004103839,30.584119967169286,0,1,0,2,0,0,0,0,0,0,0,1,1613,0,2,1,1,1,0,0,0,0,0,0,0,18,1,1,1,1,1,1,0,0,0,0,0,0,1
4,150247,54223,9877,42065,44081,6,6.505879485872574,720,1600,269,60,0,440,0,60,3,164.3371880036934,76.11558114866106,9.080401713758086,207.66829133887452,3,0,0,2,1,2,24,0,150247,2,1,1,32,1,1,5000,10,1,0,0,0,0,176,8,0,1,2,0,0,1,2.2,3.003953901,0.9743024294906294,5,0,0,0,2,0,0,0,0,1,0,0,0,977,0,2,1,0,0,0,0,0,0,1,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1
5,185695,65005,26650,53863,40175,6,6.495477271108946,736,1636,276,88,0,456,0,60,3,163.78743174212048,75.77336359,9.650249982198407,212.6884086215944,3,0,0,0,1,0,8,0,185695,3,3,2,33,1,1,5000,15,1,0,0,0,1,149,48,0,1,0,0,0,1,2.0090454577821077,4.954772711089462,1.12,8.542727466926458,0,2,0,2,0,0,0,0,1,1,1,0,1255,0,2,1,1,1,0,0,0,0,1,0,0,7,1,0,1,1,0,1,0,0,0,0,0,0,1
2,393300,142105,70869,78832,101493,2,6.614693843770245,1080,2380,395,69,0,628,0,60,2,164.59627777617592,76.99279729768693,8.637334834618368,204.4453753693143,3,0,0,1,1,0,7,1,393300,4,3,2,84,3,1,5013,30,0,0,0,0,1,82,59,0,1,2,0,0,1,2.388907507386286,3.0869867867694696,1.0390396396915917,15.024009007710207,0,2,0,2,0,0,0,0,1,1,0,0,1217,0,2,1,1,1,0,0,0,0,1,0,0,12,0,1,1,1,1,1,0,0,0,0,0,0,1
8,162433,58798,13974,44970,44690,3,6.5,720,1600,270,71,0,430,0,60,3,164.63886772896893,76.21094183175158,8.763772509329215,197.6898199253663,2,0,0,1,1,2,20,0,162433,3,3,2,51,1,1,5000,11,0,0,0,0,0,131,50,0,1,0,0,0,1,2.0777354579378966,3.003953901,0.9680385288966724,6.833968130931554,0,0,0,2,0,0,0,0,1,1,0,0,627,0,2,1,1,0,0,0,0,0,1,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,1
5,253178,78200,40683,62840,71454,2,6.570853961270956,720,1612,268,90,0,551,0,60,3,163.18723083192398,75.16280941906433,8.122107064298254,183.79888644483455,1,0,0,1,1,0,12,1,253178,5,3,2,162,1,1,5000,15,0,0,0,0,1,107,50,0,1,2,0,0,1,2.054269806354779,2.826196654754912,0.9897524647485301,14.512376762573503,0,1,0,2,0,0,0,0,1,0,0,0,333,0,2,1,1,1,0,0,0,0,0,1,1,7,0,0,1,1,1,1,0,0,0,0,0,0,1
3,439117,139136,70334,111628,118018,0,6.688838873993288,1080,2406,394,120,0,1051,0,229,0,161.8535549597315,75.18838873993288,7.734252498169615,178.99041603676005,4,0,0,0,5,0,6,1,439117,8,3,2,149,4,1,5171,39,0,0,0,0,1,73,108,0,1,2,0,0,1,2.4458637582367366,3.050401405433143,0.9945261988476755,18.74019985356913,0,1,1,2,0,0,0,1,1,1,1,1,174,0,2,1,1,1,0,0,0,0,0,0,1,20,0,1,1,0,1,1,0,0,0,0,0,0,1
5,1220185,324825,445306,200435,249618,2,6.698759119272878,1080,2400,393,154,0,514,1,537,0,164.55716030131794,76.31567873774841,8.872306539491845,201.83868550547416,1,1,1,0,3,0,4,1,1220185,8,4,3,128,6,0,4753,66,0,0,0,0,1,46,56,0,1,2,2,2,2,2.2531022018178044,3.4937955963643907,0.9073941504730442,20.148905687254622,0,2,0,2,0,0,0,1,0,0,1,2,763,2,3,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0
15,1179389,325909,436177,202682,214619,0,6.685681985,1146,2549,417,120,1,576,1,331,0,161.57500611232018,75.49319237582579,8.456819848814598,199.19547788340438,3,1,1,0,3,0,4,1,1179389,8,4,4,128,6,0,4754,55,0,0,1,1,1,58,49,0,1,2,0,2,2,2.4522732829381995,2.100461991371872,0.9765888531286622,22.931923758257888,0,2,0,2,0,0,0,0,0,0,0,2,476,2,2,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,0
3,1224146,332861,462813,190879,237606,2,6.348695077796974,1080,2365,409,120,0,1043,1,239,0,155.73403260269967,73.67822927883357,8.182898359265657,197.45639250431915,1,1,1,0,3,0,4,1,1224146,8,4,4,128,6,0,4500,42,0,0,1,1,1,61,50,0,1,2,1,2,2,2.4427541018358547,3,0.9976786704535542,19.405902403888092,0,2,0,2,0,0,0,1,0,0,1,2,521,2,3,2,1,1,0,0,0,0,0,1,0,20,0,1,1,1,1,1,0,0,0,0,0,0,0
7,2116736,485797,898012,404690,328236,0,6.799491617465118,1119,2488,401,120,0,1686,0,60,0,163.9440779,76.37458087325591,8.879664698604724,228.23742619767714,3,1,1,0,4,0,4,1,2116736,12,5,4,256,7,0,6473,79,0,0,0,0,1,42,50,0,1,2,1,2,2,2,2.798983234930236,1.1161372721058054,16.864250309299237,0,2,1,2,0,0,0,1,0,0,0,2,293,2,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0
7,2134586,479510,908300,408355,338419,0,6.797842171460133,1131,2514,405,120,0,1877,0,60,0,163.76263886061474,76.29210857,8.724476001104687,240.9291029313147,1,1,1,0,4,0,4,1,2134586,8,5,4,256,7,0,5940,78,0,0,0,0,1,41,50,1,1,2,1,2,2,1.8215782853986608,1.6805486266618983,0.9680385288966724,16.09987422574557,0,2,1,2,0,0,0,1,0,0,1,2,261,2,2,1,1,1,0,1,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
3,601202,198808,117859,133195,151339,3,6.605657253423612,1085,2412,403,143,0,1300,1,350,0,159.77300279487463,72.06480146193442,8.070199613017357,174.37715022824082,1,2,0,0,1,0,4,1,601202,8,3,2,251,4,0,4987,68,0,0,0,0,1,79,50,0,2,2,0,1,2,2.387428325725306,1.539600773965285,0.9680385288966724,32.56572534236122,0,2,0,1,0,1,0,1,0,0,0,1,89,2,2,1,1,1,0,0,0,0,0,0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
6,373993,127485,60105,82687,103715,1,6.4263949755467324,1080,2378,408,70,0,604,0,60,3,161.84489647944622,77.46415556502797,9.680123485736381,212.73180989258668,1,1,0,1,1,1,7,1,373993,5,3,2,87,3,0,4430,18,0,0,1,0,1,98,34,0,1,2,0,0,1,2,4,1.12,8,0,2,0,1,0,0,0,1,0,0,0,1,1227,2,2,1,1,1,0,0,0,0,0,1,0,15,1,1,1,1,1,1,1,0,0,0,0,0,1
4,1224879,325893,441936,206870,250178,2,6.662871196215265,1080,2400,395,150,0,509,1,473,0,162.45053921783608,75.61227545,8.649801416534645,197.1732555079845,1,1,1,0,3,0,4,1,1224879,8,4,3,128,6,0,4842,67,0,0,0,0,1,48,54,0,1,2,2,2,2,2.3428220094618366,3.314355981076327,0.8320295120520572,24.45545645416816,0,2,0,2,0,0,0,1,0,0,1,2,703,2,3,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,0
10,1168598,316766,435419,206918,209494,2,6.547428793,1080,2375,398,120,0,1032,1,207,0,160.0148601662247,76.45085706911647,8.396571723534118,205.16685139108466,2,1,1,0,2,0,4,1,1168598,8,4,4,128,6,0,4598,34,0,0,1,1,1,67,50,0,1,2,0,2,2,2.4491429308835295,2.694228637795177,1.0135996902891753,20.81144479437654,0,2,0,2,0,0,0,1,0,0,0,2,371,2,3,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
11,2076485,446205,884983,412072,333230,0,6.78,1260,2798,452,141,1,3138,1,76,0,163.17193456644156,75.76302658957043,8.155460115644344,199.1932514455543,9,1,1,0,4,0,4,1,2076485,12,5,4,256,7,0,5000,118,0,0,0,0,1,20,50,1,1,0,1,2,2,2.4907566473926095,3.0667239306133935,0.9815132947852186,17.47893641718251,0,2,1,2,0,0,0,1,0,0,1,2,289,2,2,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,947685,270628,249516,187914,239626,0,6.67,1185,2634,433,138,0,575,1,480,0,162.67365523538285,75.99915067497865,8.567280591036152,198.74504560404213,0,1,0,0,2,0,4,1,947685,8,4,4,224,6,0,5000,80,0,0,0,0,1,43,64,0,1,2,0,1,2,2.2747876687446626,2.2642497628978075,0.849858446,19.00283108,0,1,1,2,0,0,0,1,0,0,1,2,537,2,2,1,1,1,1,0,0,0,0,1,1,19,1,1,1,1,1,1,0,0,0,0,0,0,0
8,588469,187755,137658,127891,135163,0,6.644388072298195,1129,2503,413,102,0,917,1,133,0,162.270679,74.43844256154465,8.009715756932161,189.17923415392875,5,1,0,0,3,0,6,1,588469,8,3,2,180,5,0,4087,58,0,0,0,0,1,44,48,0,1,2,0,1,2,2.1641531692142517,2.976885123089311,0.8399506600161044,34.05684861356771,0,2,0,2,0,0,0,0,0,0,1,1,1280,2,2,1,1,1,0,0,0,0,0,1,0,17,0,1,1,1,1,1,0,0,0,0,0,0,1
2,865522,245556,264674,156370,198920,3,6.613556703978807,1168,2595,429,138,0,673,1,389,0,159.90269237367946,72.62801152840264,7.608891759947018,180.13342609059598,2,1,1,0,2,1,5,1,865522,8,4,3,128,6,0,4448,64,0,0,0,0,1,51,64,0,1,2,2,2,2,2.4511102277086096,2.9466693168741704,0.8,29.066613662516584,0,2,0,2,0,0,0,1,0,0,0,2,869,2,3,1,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,1
