,Unnamed: 0,Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,Flash,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,Speakers_Mono,Speakers_Stereo,LTE Cat*,Proximity sensor,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
379,379,3,866863,256787,272332,177778,159966,4,6.7,1220,2712,446,144,1,2000,1,360,161.23,72.4,8.19,186,8,4,2,1,4,3,1,866863,8,3,2,128,4,0,4500,125,1,1,50,1,2,0,1,2,1.9,2.76,0.64,50,1,1,0,0,1,1,143,2,4,1,1,1,0,0,0,1,18,1,1,1,1,0,0,0,0,1
380,380,5,430012,140164,91050,79061,119737,3,6.7,1080,2400,393,60,0,600,0,120,162.5,75.5,8.1,185,0,1,2,1,0,2,1,430012,6,3,2,128,3,1,4500,25,0,0,64,0,1,0,1,4,2.2,2.8,0.8,32,0,1,1,0,1,1,1543,2,2,1,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
381,381,4,402846,135029,62888,103707,101222,2,6.7,1080,2388,391,90,0,500,0,120,162.9,74.5,7.48,179,0,1,1,2,2,3,1,402846,8,3,2,256,4,0,4500,35,0,0,100,0,2,0,0,1,2.5,3.003953901,0.9680385288966724,16,0,1,0,0,0,1,448,1,2,1,1,0,0,0,1,0,20,0,0,1,0,0,0,0,0,1
382,382,14,1336242,355071,464513,248248,268410,0,6.74,1240,2772,451,144,1,500,1,120,163.9,75.8,8.9,199,0,2,1,1,6,3,1,1336242,8,5,4,128,6,0,4600,240,0,0,50,0,2,0,2,2,2.5,3.09,1.75,16,0,1,0,0,1,2,540,2,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
383,383,5,1189058,329603,416565,203688,239202,5,7.6,1812,2176,374,120,1,500,1,120,155.1,130.1,6.3,263,0,2,2,2,6,3,1,1189058,12,4,4,256,6,0,4400,25,1,1,50,0,1,1,2,2,2.2,3.2,1.22,10,1,1,0,0,1,2,752,6,4,2,1,1,0,0,0,1,20,1,1,1,1,1,1,0,0,1
384,384,1,427102,122802,125452,87997,90851,1,6.3,1440,2960,522,60,0,400,0,120,158,76.7,7.9,184,0,2,2,3,2,2,1,427102,4,3,2,64,3,0,3430,18,1,0,12,0,2,0,2,3,1.8,3.2,1.4,8,1,0,0,0,0,2,2121,3,2,1,1,1,1,1,0,1,16,1,1,1,1,1,1,0,0,1
385,385,13,968050,309079,193891,263102,201978,1,6.6,1256,2760,460,120,1,2500,1,300,157.6,74.3,7.95,207,8,2,2,1,0,0,1,968050,12,4,4,256,6,0,4900,66,1,1,50,1,1,0,2,2,2.4,1.3,1.2,13,0,1,0,0,0,2,113,2,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
386,386,1,842548,221486,298771,133827,188464,1,6.4,1080,2400,411,90,0,500,1,120,158.6,74.8,8.9,207,8,2,2,1,4,2,1,842548,8,4,4,128,6,0,4614,30,1,1,50,0,2,0,2,2,2,2.9,1.12,8,1,1,0,0,1,2,1056,2,2,1,1,1,1,0,0,1,20,1,1,1,1,0,0,0,0,1
387,387,11,428894,131913,71029,106630,119322,0,6.78,1080,2460,396,120,0,1300,0,180,166.2,76.8,7.9,195,3,1,1,1,0,3,1,428894,8,3,2,256,4,0,6000,70,0,1,108,0,2,0,0,1,1.7,3.003953901,0.7,32,0,0,1,1,1,0,143,0,2,1,1,1,0,0,0,1,13,1,1,1,0,0,0,0,0,1
388,388,11,270130,84736,35760,73712,75892,0,6.67,1080,2400,395,60,0,500,0,120,163.4,76.7,7.8,190,3,1,1,1,0,3,1,270130,8,3,2,256,3,1,5000,33,0,0,64,0,1,0,0,1,2.5,2.8,0.8,32,0,0,1,1,0,0,479,0,2,1,1,1,0,0,0,1,7,1,0,1,0,0,0,0,0,1
389,389,10,205938,70221,25466,53060,57191,2,6.5,720,1600,270,90,0,480,0,120,164.6,75.9,8.5,190,0,1,1,2,1,3,0,205938,3,3,2,64,1,1,5050,18,0,0,50,0,1,0,0,1,2,2.76,1.12,8,0,0,1,1,0,0,933,0,2,1,1,1,0,0,1,0,20,1,0,0,0,0,0,0,0,1
390,390,14,413030,138009,74490,98103,102428,2,6.72,1604,720,262,120,0,625,0,240,165.6,76.1,7.69,190,4,1,1,2,2,3,1,413030,4,3,2,128,4,1,5000,15,0,0,50,0,1,0,0,1,2,3.003953901,0.64,8,0,1,1,0,1,1,143,0,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
391,391,1,1142697,355012,374696,183080,229909,1,6.2,1080,2400,428,120,1,2000,1,120,150.5,70.8,8.9,187,8,2,2,1,0,2,1,1142697,8,5,4,128,6,0,4575,27,1,1,50,0,2,0,2,2,2.2,3.1,1.22,10.5,1,1,0,0,0,2,326,2,4,2,1,0,0,0,0,1,20,1,1,1,1,0,0,0,0,1
392,392,2,409383,125729,104829,75811,103014,0,6.43,1080,2400,409,60,0,450,1,120,160.5,74.5,8.3,178.8,3,1,1,2,0,3,1,409383,6,3,2,64,4,1,5000,33,0,1,64,0,1,0,1,2,2.5,3.06,1.12,13,0,0,1,1,0,1,1239,0,2,1,1,1,1,0,0,1,12,0,1,1,0,0,0,0,0,1
393,393,7,762183,237322,192626,149760,182475,1,6.5,1644,3840,643,60,0,580,1,120,165.1,71.1,7.6,181,8,2,2,2,4,3,1,762183,8,3,2,256,5,1,4000,21,1,0,12,1,1,0,2,2,2,4,1.12,8,0,1,1,0,1,2,1513,4,2,1,1,1,1,1,0,1,22,1,1,1,1,0,0,0,0,1
394,394,2,357730,109240,61480,86343,100667,0,6.67,1080,2400,395,120,0,700,1,360,164.2,76.1,8.12,202,3,2,1,2,0,3,1,357730,6,3,2,64,4,1,5000,67,0,0,108,0,1,0,0,1,2.4,2.9,1.25,16,0,0,1,1,1,1,933,0,2,1,1,1,0,0,0,1,13,1,1,1,0,0,0,0,0,1
395,395,2,1314985,377710,477184,223959,236132,0,6.67,1220,2712,446,120,0,500,1,480,163.1,75.9,8.6,205,3,2,1,1,6,3,1,1314985,8,4,4,128,6,0,5000,120,0,0,200,0,2,1,2,2,2.2,3.47,0.8,20,1,1,0,0,1,2,691,2,2,2,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
396,396,0,424956,129012,64961,113345,117638,8,6.78,1080,2460,396,120,0,580,0,240,168.62,76.6,8.58,219,3,1,1,2,0,3,1,424956,8,3,2,128,4,1,5000,45,0,1,64,0,4,0,0,2,2,3,0.8,16,0,0,1,1,0,1,479,0,2,2,1,1,0,0,0,1,13,1,1,1,0,0,0,0,0,1
397,397,2,445215,157561,52509,115134,120011,8,6.79,1080,2460,396,120,0,550,0,120,168.6,76.3,8.3,168.6,3,2,1,2,0,2,1,445215,6,3,2,128,4,1,5030,33,0,0,108,0,1,0,0,1,2.5,1.67,0.64,13,0,1,1,0,1,0,21,0,2,1,1,0,0,0,1,0,20,0,0,1,0,0,0,0,0,1
398,398,5,406776,130998,85094,86339,104345,3,6.5,1080,2400,405,60,0,400,0,120,158.9,73.6,8.7,187,0,1,2,1,0,2,1,406776,6,3,2,128,2,1,4500,15,0,0,48,0,1,0,1,3,2.2,2.8,0.8,32,0,1,1,1,1,1,1543,1,2,1,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
399,399,14,228611,75961,31322,59626,61702,2,6.5,720,1600,270,60,0,400,0,120,164.1,75.6,8.5,182,0,1,1,0,0,3,1,228611,2,3,2,32,4,1,5000,10,0,0,8,0,1,0,0,1,2.2,5,0.9680385288966724,5,0,0,1,0,0,0,783,0,1,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,1
400,400,5,1223247,337583,457239,190080,238345,5,6.4,1080,2340,403,120,1,1450,1,120,158,76.5,8.2,209,8,2,2,1,6,2,1,1223247,8,4,4,128,6,0,4500,25,1,1,50,0,1,1,2,2,2.4,3,1.22,10,1,1,0,0,1,2,326,2,4,2,1,1,0,0,0,1,20,0,1,1,1,0,0,0,1,0
401,401,2,532707,153680,113320,118696,146831,1,6.67,1080,2400,395,120,0,500,1,240,162.9,76,8.98,210.5,3,2,1,2,0,3,1,532707,8,3,2,256,4,0,5000,120,0,0,200,0,2,0,1,2,2.6,3.06,1,16,0,1,1,0,1,1,540,1,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
402,402,2,438474,139179,70560,112227,116508,0,6.67,1080,2400,395,120,0,1000,0,240,161.1,75,7.7,175,4,1,1,2,2,3,1,438474,8,3,2,128,4,1,5000,33,0,0,108,0,1,0,0,1,2.6,3.06,1,16,0,1,1,1,1,1,174,0,2,1,1,1,0,0,0,0,20,0,1,1,0,0,0,0,0,1
403,403,2,386760,126133,61516,89310,109801,0,6.43,1080,2400,409,90,0,700,0,180,159.87,73.87,8.09,179.5,3,1,1,2,0,3,1,386760,6,3,2,128,4,1,5000,33,0,0,64,0,1,0,0,1,2.5,3.06,1,16,0,0,1,1,0,1,905,0,2,1,1,1,0,0,0,1,13,0,1,1,0,0,0,0,0,1
404,404,0,464375,141916,81456,110037,130966,0,6.78,1080,2436,393,120,0,1300,0,360,164.35,74.6,7.75,196,3,1,1,1,0,3,1,464375,12,3,2,256,4,1,4600,100,1,1,108,0,2,0,0,2,2.2,3.1,0.8,32,0,0,0,1,0,1,174,1,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
405,405,12,2132894,476415,912996,402578,340905,0,6.78,1440,3200,518,144,1,3000,1,120,164.63,75.4,8.58,205,8,0,2,1,12,3,1,2132894,16,5,4,256,7,0,5100,120,1,1,50,1,2,2,2,2,2.5,3.1,1,16,0,1,0,0,1,2,295,3,2,1,1,1,1,1,0,1,20,1,1,1,0,0,0,0,1,0
406,406,3,504808,160778,92172,126077,125781,4,6.67,1080,2400,395,120,1,1600,0,240,161.91,73.06,7.59,173,0,1,1,1,0,3,1,504808,8,3,2,256,4,1,5000,30,0,0,50,0,1,0,0,2,2.5,1.95,0.7,32,1,1,1,1,1,1,82,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
407,407,19,743497,232044,198128,130839,182486,4,6.8,1080,2460,395,60,0,600,1,120,169.3,77.6,8.9,214,8,2,2,1,4,3,1,743497,8,3,2,128,3,1,5000,25,1,0,64,0,2,2,2,2,1.9,3.1,1.22,10,0,1,1,1,0,2,1543,3,4,1,1,1,1,1,0,1,22,1,1,1,1,0,0,0,0,1
408,408,5,1864199,453524,740162,361342,309171,5,6.2,1080,2340,416,120,1,2600,1,120,147,70.6,7.6,167,8,2,2,1,12,3,1,1864199,8,5,4,128,7,0,4000,25,1,1,50,0,1,2,2,2,2.2,3.2,1.12,12,1,1,0,0,1,2,234,3,4,2,1,1,1,1,0,1,20,1,1,1,1,1,1,0,1,0
409,409,3,351771,122625,69314,78462,81370,2,6.5,720,1600,269,90,0,450,0,120,164.9,74.9,9,192,3,1,1,3,0,2,1,351771,4,3,2,64,3,1,5000,15,0,0,48,0,1,0,0,2,2.2,3.1,1.12,13,0,1,1,1,0,1,1239,1,2,2,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
410,410,2,384981,124544,75886,89263,95288,0,6.43,1080,2400,409,90,0,700,0,180,159.87,73.87,8.09,179,3,1,1,2,0,3,1,384981,6,3,2,64,4,1,5000,33,0,0,108,0,1,0,0,1,2.4,3.06,1,16,0,0,1,1,0,1,964,0,2,1,1,1,0,0,0,1,13,1,1,1,0,0,0,0,0,1
411,411,6,380907,141635,36036,84720,118516,0,6.44,1080,2400,408,90,0,550,1,120,158.3,73.3,8.2,184,0,2,1,1,0,2,1,380907,8,3,2,128,3,0,4115,30,0,0,48,0,2,0,1,2,2.5,2.8,0.8,32,0,1,0,0,1,1,1451,1,4,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
412,412,13,571800,187100,137720,114400,132360,1,6.57,1080,2340,392,120,0,430,1,300,160,73.7,7.77,175,0,2,1,1,0,3,1,571800,8,3,2,128,3,0,4300,66,0,1,50,0,1,0,1,2,2,1.56,1,32,0,0,0,0,0,1,1086,1,4,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
413,413,3,635680,212957,154666,137272,130785,0,6.5,1080,2400,405,144,0,500,1,360,159.38,74.23,6.79,155,2,2,1,1,0,3,1,635680,6,4,4,128,6,0,4020,33,0,0,50,0,2,0,1,2,2.4,3.14,0.7,32,0,1,0,0,1,2,844,2,4,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
414,414,2,391869,124893,63614,93629,109733,0,6.43,1080,2400,409,90,0,1000,0,180,159.87,73.87,8.09,176,0,1,1,2,0,3,1,391869,6,3,2,64,4,1,5000,33,0,0,108,0,1,0,0,1,2.4,3.06,1,16,0,0,1,0,0,1,509,1,2,1,1,1,0,0,0,1,13,1,1,1,0,0,0,0,0,1
415,415,9,395030,133481,60705,98759,102085,8,6.72,1080,2400,391,90,0,680,0,180,165.6,76,8.04,193,0,1,1,2,2,3,1,395030,4,3,2,128,4,1,5000,33,0,0,50,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,1,1,0,0,1,326,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
416,416,3,160324,57356,11840,44313,46815,6,6.5,720,1600,269,90,0,450,0,120,167.24,76.54,9.36,203,2,1,1,3,0,3,0,160324,3,3,2,32,1,1,5000,10,0,0,16,0,1,0,0,1,2.4,3.003953901,1.12,5,0,0,1,0,0,0,630,0,2,1,1,0,0,0,0,1,7,1,0,1,1,0,0,0,0,1
417,417,17,632700,200841,155228,130074,146557,1,6.55,1080,2400,402,120,0,500,1,240,159.2,75.8,8.3,193.5,3,2,2,1,0,3,1,632700,8,4,4,128,6,0,4500,33,1,1,50,0,1,0,1,2,2.5,3.13,1,16,0,1,0,0,0,1,783,1,2,1,1,1,0,0,0,1,18,0,1,1,0,0,0,0,0,1
418,418,2,271623,87012,41702,72419,70490,2,6.79,1080,2460,396,90,1,550,0,120,168.6,76.28,8.3,205,3,2,1,2,0,3,1,271623,6,3,2,128,1,1,5030,33,0,0,108,0,1,0,0,1,2.5,1.67,0.9680385288966724,13,0,0,1,1,1,0,82,0,2,1,1,1,0,0,1,0,20,0,0,1,0,0,0,0,0,1
419,419,13,1290361,357030,481843,215868,235620,1,7.85,2224,2496,426,120,1,500,1,120,156.9,141.5,5.3,241,0,2,2,2,6,3,1,1290361,12,4,4,256,6,2,4800,66,0,1,50,1,2,0,2,2,2.4,3.09,1,8,0,0,0,0,0,2,509,6,4,2,1,1,1,0,0,1,20,1,1,1,1,1,1,0,1,0
420,420,1,1071616,247268,446806,177376,200166,1,6.3,1080,2424,422,120,1,2700,1,120,152.8,72,8.5,198,8,2,2,1,0,2,1,1071616,12,5,4,128,6,0,4700,27,1,1,50,0,1,0,2,2,2.2,3.1,1.22,10.5,1,1,0,0,0,2,21,3,4,2,1,1,1,1,0,1,20,1,1,1,1,0,0,0,1,0
421,421,5,930073,254735,305726,171031,198581,5,6.7,1080,2400,394,120,1,1300,1,120,161.5,75.6,7.8,200,8,2,2,1,0,2,1,930073,8,4,2,128,6,0,4800,25,1,1,12,0,2,1,2,2,2.2,3.24,1.22,10,1,1,0,0,1,2,1298,3,4,2,1,1,1,0,0,1,24,1,1,1,1,1,1,0,0,1
422,422,7,911546,241474,302471,165481,202120,1,6.5,1644,3840,643,120,0,385,1,120,165,71,8.2,186,8,2,2,2,4,2,1,911546,12,4,2,256,6,1,4500,30,1,1,12,0,2,0,3,2,2,4,1.12,8,0,1,1,0,1,2,1178,4,2,1,1,1,1,1,0,1,20,1,1,1,1,0,0,0,0,1
423,423,11,247581,80053,23425,83001,61102,2,6.6,720,1612,267,90,0,450,0,120,163.69,75.6,8.55,190,0,1,1,2,1,3,0,247581,3,3,2,64,1,1,5000,10,0,0,13,0,2,0,0,1,1.9,3.003953901,0.9680385288966724,8,0,1,1,1,0,0,265,0,2,1,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,1
424,424,2,1481667,381423,509135,338352,252757,0,6.67,1220,2712,446,120,1,2400,1,480,160.5,74.4,7.8,179,4,4,1,1,8,3,1,1481667,8,5,4,256,7,0,5000,90,0,0,50,0,2,0,2,2,2.2,4,0.8,20,0,1,0,0,1,1,113,1,2,2,1,1,0,0,0,1,20,0,1,1,0,0,0,0,1,0
425,425,10,162436,57449,12577,45538,46872,2,6.5,720,1600,270,60,0,450,0,120,164.6,75.9,8.55,199.4,2,1,1,2,0,0,0,162436,3,3,2,64,1,1,5000,10,0,0,50,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,1,0,0,568,0,2,1,1,1,0,0,1,0,4,1,0,0,0,0,0,0,0,1
426,426,5,125214,45078,14913,40800,24423,7,6.5,720,1600,270,60,0,400,0,120,164.2,75.9,9.1,196,0,1,1,0,0,2,1,125214,3,1,1,32,1,1,5000,15,0,0,13,0,1,0,0,1,2.2,3.003953901,0.9680385288966724,5,0,0,1,1,1,0,1329,0,1,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
427,427,2,1977936,431383,800859,418642,327052,0,6.73,1440,3200,522,120,1,3000,1,240,161.4,75.3,8.49,223,8,2,2,1,12,3,1,1977936,12,5,4,256,7,0,4880,120,1,1,50,1,2,1,2,2,2,3,0.7,32,1,1,0,0,1,2,326,4,4,2,1,1,1,1,0,1,20,1,1,1,1,0,0,0,1,0
428,428,10,444980,138041,110265,87285,109389,2,6.58,1080,2408,401,120,0,400,0,240,165.99,75.93,8.61,190,2,1,1,2,0,3,1,444980,4,3,2,64,3,1,4500,20,0,0,50,0,1,0,0,2,2,4,0.64,8,1,1,1,1,0,1,721,1,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
429,429,5,764972,215632,254427,130742,164171,3,6.5,1080,2400,407,120,0,400,1,120,159.8,74.5,8.4,190,8,1,2,1,4,3,1,764972,6,4,2,128,6,1,4500,25,1,1,12,1,2,0,2,2,2,2.74,0.8,32,0,1,0,0,1,2,1421,2,4,2,1,1,1,1,0,1,20,0,1,1,0,1,1,0,0,1
430,430,20,598539,168110,177397,102700,150332,1,6.46,1224,2700,459,90,0,880,0,300,161.6,75.83,9.6,212,5,1,1,2,0,0,1,598539,8,4,4,256,6,1,4200,30,0,0,50,0,1,0,1,2,2.45,2.76,0.64,50,1,1,0,0,0,2,356,2,4,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
431,431,3,530065,169860,86981,115646,157578,4,6.55,1080,2400,402,144,1,550,1,360,159.63,71.99,7.89,172,8,1,1,1,0,3,1,530065,8,3,2,128,6,0,5000,68,0,0,50,0,1,0,1,2,2.4,1.5,0.7,32,1,1,0,0,1,1,356,1,4,1,1,1,1,0,0,1,18,1,1,1,0,0,0,0,0,1
432,432,11,432344,133294,67360,115047,116643,2,6.78,1080,2460,396,120,0,580,0,120,168.6,76.6,8.4,193,3,1,1,2,0,3,1,432344,8,3,2,256,3,1,5000,33,0,0,108,0,4,0,0,1,2.2,1.67,0.64,32,0,0,1,1,0,1,265,0,2,1,1,0,0,0,0,1,20,1,0,1,0,0,0,0,0,1
433,433,5,442087,141418,99558,82662,118489,6,6.6,1080,2408,400,120,0,430,0,120,165.4,76.9,9.4,198,0,1,1,2,0,2,1,442087,6,3,2,128,4,1,5000,25,0,1,50,0,1,0,1,2,2.2,4,1.12,8,0,1,1,1,1,0,874,1,2,1,1,0,0,0,1,0,20,0,1,1,0,0,0,0,0,1
434,434,5,583065,205859,149116,91151,136939,3,6.7,1080,2400,393,120,0,400,0,120,164.2,76.4,7.4,173,0,1,1,2,0,3,1,583065,6,3,2,128,3,1,5000,25,0,0,64,0,1,0,1,2,2.2,3.06,1.12,32,0,1,0,0,1,1,1056,1,4,1,1,1,0,0,1,0,20,1,1,1,0,0,0,0,0,1
435,435,5,1874045,435302,791991,342087,304665,5,7.6,1856,2160,374,120,1,500,1,120,153.5,132.6,5.6,239,8,2,2,2,12,3,1,1874045,12,5,4,256,7,0,4400,25,1,1,50,0,1,2,2,2,2.2,3,1.22,10,1,1,0,0,1,2,52,6,4,2,1,1,1,0,0,1,20,1,1,1,1,1,1,0,1,0
436,436,8,1704113,436089,642666,318418,306940,0,6.8,1116,2480,400,120,0,500,1,960,163.98,76.35,9.47,228,0,3,2,1,8,3,1,1704113,12,5,4,256,7,0,6000,65,0,0,50,0,1,2,2,2,2,2.8,1.12,16,0,1,1,0,0,2,418,2,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,1,0,0
437,437,3,314279,106180,39454,90036,78609,0,6.6,1080,2400,402,90,0,500,1,120,160.98,74.46,7.99,169,2,1,1,2,0,3,1,314279,4,3,2,128,3,1,5000,30,0,0,50,0,1,0,0,1,2.5,4,1,16,0,0,1,1,1,1,844,0,2,1,1,1,0,0,0,1,13,1,1,1,0,0,0,0,0,1
438,438,2,407741,128013,96983,75545,107200,0,6.55,1080,2400,402,90,0,500,1,240,160.5,75.7,6.8,157,3,2,1,2,0,2,1,407741,4,3,2,64,4,1,4250,33,0,0,64,0,2,0,1,2,2.5,3.06,1,16,0,0,0,0,0,1,1239,1,2,2,1,1,0,0,0,1,15,1,1,1,0,0,0,0,0,1
439,439,14,576716,187667,95385,152993,140671,0,6.7,1080,2412,394,120,0,950,0,240,161.47,74.02,8.75,190,5,0,0,1,0,2,1,576716,8,3,2,128,4,0,5000,67,0,0,50,1,1,0,1,2,2.4,4,1.12,16,0,1,0,0,1,1,234,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,1,0
440,440,5,478425,143324,127938,86144,121019,3,6.4,1080,2400,411,90,0,500,0,120,159.7,74,8.1,186,7,1,1,1,0,2,1,478425,6,3,2,128,4,1,5000,25,0,0,48,0,1,0,1,2,2.2,5,1.12,13,0,1,0,0,1,1,874,1,4,1,1,1,0,0,0,1,18,0,1,1,0,1,1,0,0,1
441,441,3,240012,75962,22972,79342,61736,2,6.6,720,1600,266,90,0,500,0,120,163.5,74.5,8,180,2,1,1,2,1,3,0,240012,4,3,2,64,1,1,5000,10,0,0,16,0,1,0,0,1,2,3.003953901,0.9680385288966724,5,0,0,1,0,1,0,234,0,2,1,1,0,0,0,0,1,7,1,0,1,0,0,0,0,0,1
442,442,2,817544,248610,220285,152326,196323,0,6.67,1080,2400,395,120,0,700,1,360,163.7,76.4,7.8,196,3,2,1,2,4,3,1,817544,6,4,4,128,6,0,4520,33,0,0,48,0,1,0,1,2,2.5,3.4,0.8,20,0,1,0,0,1,2,1270,1,2,2,1,1,0,0,0,1,20,0,1,1,0,0,0,0,0,1
443,443,2,153983,55340,10749,42864,45030,2,6.71,720,1650,268,90,0,420,0,120,168.3,76.3,8.32,199,0,1,1,2,0,3,0,153983,3,3,2,64,1,1,5000,10,0,0,8,0,1,0,0,1,2.2,3.003953901,0.9680385288966724,5,0,0,1,1,0,0,203,0,2,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1
444,444,6,674056,225606,162571,130246,155633,0,6.7,1080,2412,394,120,0,950,1,240,162.7,75.5,8.2,184,0,1,1,1,0,3,1,674056,8,3,2,128,6,1,5000,80,0,0,50,0,1,0,1,2,2.4,3.13,1,16,0,1,0,0,1,1,387,1,2,1,1,1,0,0,0,1,13,1,1,1,0,0,0,0,0,1
445,445,1,250172,83481,37768,61127,67796,1,5.6,1080,2220,441,60,0,500,0,120,151.3,70.1,8.2,147,0,1,1,3,0,2,1,250172,4,3,2,64,1,0,3000,18,0,0,12,0,2,0,1,3,2,2.8,1.12,8,1,0,1,0,0,1,1940,1,2,1,1,1,1,0,0,1,11,1,1,1,1,0,0,0,0,1
446,446,16,158632,52247,18223,48674,39488,2,6,540,1092,203,60,0,400,0,120,156.5,74.9,9.7,190,0,1,1,0,0,3,0,158632,2,3,2,32,1,1,3000,10,0,0,5,0,1,0,0,1,2.8,3.003953901,0.9680385288966724,2,0,0,1,0,0,0,143,,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1
447,447,16,410348,131259,63965,112246,102878,2,6.6,720,1612,267,90,0,480,0,120,164.1,75.1,8.3,183.5,4,1,1,2,2,3,1,410348,4,3,2,128,4,1,5010,18,0,0,50,0,1,0,0,1,2.2,4,1.12,8,1,1,1,0,1,1,143,,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
448,448,2,147618,55342,15180,46991,30105,2,6.22,720,1520,270,60,0,400,0,120,156.5,75.4,9.4,188,1,1,1,3,0,2,1,147618,3,1,1,32,1,1,5000,18,0,0,12,0,1,0,0,1,2,2.55,1.12,8,0,0,1,1,0,0,1787,0,2,1,1,1,0,0,1,0,4,1,0,1,0,0,0,0,0,1
449,449,13,1264201,377589,471721,213072,201818,1,6.67,1220,2700,444,120,1,550,1,300,161,74.5,8.3,200,8,2,2,1,6,3,1,1264201,8,4,4,256,6,2,4815,88,1,1,48,0,2,0,2,2,2.4,1.4,1.22,13,0,0,0,0,0,2,540,4,4,2,1,1,0,0,0,1,20,1,1,1,0,1,1,0,0,1
450,450,1,478984,146165,123957,94203,114659,1,6.34,1080,2400,413,60,0,500,1,120,156.2,73.2,8.8,183,7,3,2,3,0,2,1,478984,6,3,2,128,3,0,4680,18,0,0,12,0,1,0,2,2,2,4,1.12,8,1,1,1,0,0,1,1056,1,2,2,1,1,1,0,0,1,15,1,1,1,1,0,0,0,0,1
451,451,9,319875,108407,40492,96607,74369,8,6.59,1080,2412,401,90,0,480,0,180,164.4,75.7,8.4,191,0,1,1,2,0,3,1,319875,6,3,2,128,4,1,5000,33,0,1,50,0,1,0,0,1,2,3.003953901,0.9680385288966724,16,0,0,1,1,0,1,905,1,2,1,1,1,0,0,0,1,12,1,0,1,0,0,0,0,0,1
452,452,14,877821,270686,213544,167587,226004,0,6.7,1080,2412,394,120,1,600,1,1000,163.3,75.6,8.2,188,0,2,1,1,4,3,1,877821,6,4,4,128,6,0,5000,80,0,0,50,0,2,0,2,2,2.5,3.09,1,16,0,1,0,0,1,2,905,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
453,453,11,370980,112313,60006,90615,108046,2,6.8,1080,2460,395,120,0,480,0,120,166.79,74.55,8.58,204,0,1,1,2,0,3,1,370980,8,3,2,128,3,1,5000,33,0,0,64,1,4,0,0,1,2.4,3.4,0.8,32,0,0,1,1,0,1,783,0,2,1,1,1,0,0,1,0,20,1,1,0,0,0,0,0,0,1
454,454,4,1621912,391207,592185,339817,298703,1,6.81,1312,2848,460,120,1,600,1,120,162.9,76.7,8.8,217,8,4,2,1,8,3,1,1621912,16,5,4,512,7,0,5450,66,1,1,50,1,2,0,2,2,2,2.5,0.7,12,0,1,0,0,1,2,540,3,4,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
