Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Memory clock,Channels,Storage size (GB),Storage type,Memory card,OS suppoert (years),Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Web browsing (min),Watching video (min),Gaming (min),Standby (hr),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Angle of widest lens (°),Camera features,Aperture,Sensor size,Pixel size (micron),Autofocus,Front camera megapixels,Video resolution,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Type of SIM card,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Speakers,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price ($),Bundled charger,Max rated brightness in HDR (nits),RGB color space (%),PWM,Front camera Response time (ms),Front camera Focal length (mm),LTE Cat*,Front camera Max surface temperature (C),Front camera Stability (%),Front camera Graphics test (FPS),Graphics score,Web score,Video editing,Photo editing,Data manipulation,Writing score,Advanced cooling,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor
Motorola,1514779,371083,601090,301223,241383,OLED,6.67,1080,2400,394,165,1,500.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,161.16,74.0,8.59,199.0,IP68,Glass,Metal,"Yes, in-display",8.0,TSMC,4.0,1,1514779,12,LPDDR5X,,4.0,256,UFS 4.0,No,1.0,4600,125.0,Li-Po,No,1,1,1,23.0,584.0,849.0,336.0,122.0,50.0,Digital,Dual LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,114.0, - Bokeh mode - Pro mode - RAW support,2.2,2.8,0.61,No,60.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,509,899.0,1,1100.0,147.3,235.0,1.0,,20.0,49.5,65.0,76.0,12772.0,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,1233103,327764,436033,218145,251161,POLED,6.6,1080,2400,399,144,0,500.0,1,360.0, - DCI-P3 - Always-On Display,158.76,74.38,8.26,189.0,IP68,,Metal,"Yes, in-display",6.0,TSMC,4.0,1,1233103,8,LPDDR5,3200.0,4.0,128,UFS 3.1,No,,5000,68.0,Li-Po,No,1,0,1,54.0,484.0,778.0,316.0,142.0,50.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.5,3.0,0.7,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,599,699.0,1,1200.0,,,,,20.0,,70.0,63.0,10574.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Vivo,727120,234569,183023,132054,177474,AMOLED,6.78,1080,2400,388,120,0,1000.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,164.1,74.8,7.4,180.0,No,Glass,Plastic,"Yes, in-display",4.0,TSMC,4.0,1,727120,8,LPDDR5,,4.0,128,UFS 3.1,No,,4600,66.0,Li-Po,No,0,0,1,53.0,578.0,880.0,366.0,115.0,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.5,2.76,0.64,Phase autofocus,50.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,No,No,,Mid-range,540,380.0,1,,,,,24.0,,,99.0,24.0,4166.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Google,931591,258023,313582,144037,215949,OLED,6.7,1440,3120,512,120,1,500.0,1,, - DCI-P3 - Always-On Display,163.9,75.9,8.9,210.0,IP68,Glass,Metal,"Yes, in-display",4.0,Samsung,5.0,1,931591,12,LPDDR5,3200.0,4.0,128,UFS 3.1,No,2.0,5003,30.0,Li-Ion,No,1,1,1,119.0,416.0,655.0,296.0,94.0,50.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,114.0, - Bokeh mode - Pro mode - RAW support,2.0,2.9,1.22,No,11.1,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,1056,900.0,0,800.0,98.5,360.0,1.0,24.0,20.0,40.4,56.0,37.0,6207.0,8644.0,6908.0,18205.0,11147.0,16320.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Samsung,454690,142354,106454,92729,113153,Super AMOLED,6.2,1440,2960,531,60,0,631.0,1,, - Always-On Display,158.1,73.8,8.5,189.0,IP68,Glass,Metal,"Yes, rear",,Samsung,10.0,1,454690,6,LPDDR4X,1794.0,2.0,64,UFS 2.1,MicroSD,2.0,3500,15.0,Li-Po,No,1,0,1,100.0,365.0,625.0,257.0,84.0,12.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 240FPS,, - Bokeh mode - Pro mode,1.7,3.6,1.22,Phase autofocus (Dual Pixel),8.0,1440p at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,No,Stereo,Yes,No,Yes,Flagship,2366,840.0,0,,,215.0,7.0,25.0,18.0,40.7,95.0,13.0,2328.0,5095.0,5464.0,9241.0,5646.0,6063.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
ZTE,2117487,486401,897885,405132,328069,AMOLED,6.8,1116,2480,400,120,0,1600.0,0,, - DCI-P3 - Always-On Display - DC Dimming,164.0,76.4,8.9,229.0,No,Glass,Metal,"Yes, in-display",12.0,TSMC,4.0,1,2117487,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,6500,80.0,Li-Po,No,0,0,1,42.0,594.0,1314.0,505.0,134.0,50.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,122.0, - Bokeh mode - Pro mode,2.0,2.8,1.12,No,16.0,1080p (Full HD) at 60 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,No,Flagship,295,649.0,1,,99.5,60.0,1.0,,20.0,,,,,,,,,,Active fan,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Tecno,432724,130789,72331,116375,113229,AMOLED,6.78,1080,2436,393,120,0,,0,, - DCI-P3 - Always-On Display,165.3,75.3,7.7,197.5,,Glass,Plastic,"Yes, in-display",,TSMC,6.0,1,432724,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,5000,70.0,Li-Po,No,0,0,1,44.0,,,,,50.0,Digital,Dual LED,Digital,No,No,Up to 60FPS,, - Bokeh mode - Pro mode,1.9,1.57,,No,50.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,,Mid-range,174,205.0,1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Realme,540904,168137,114289,106004,152474,Super AMOLED,6.4,1080,2400,411,90,0,450.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,160.2,73.3,7.99,182.0,No,Glass,Plastic,"Yes, in-display",2.0,TSMC,6.0,1,540904,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,2.0,4500,60.0,Li-Po,No,0,1,1,49.0,564.0,777.0,339.0,98.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode - RAW support,2.4,3.13,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,Yes,Mid-range,933,330.0,1,600.0,95.9,218.0,9.0,27.0,,46.9,99.0,13.0,2293.0,8695.0,6623.0,30624.0,8595.0,18438.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Vivo,2083491,484471,876384,394276,328360,AMOLED,6.78,1260,2800,453,144,1,3000.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,163.53,75.68,8.34,190.0,IP54,Glass,Plastic,"Yes, in-display",18.0,TSMC,4.0,1,2083491,8,LPDDR5X,4800.0,4.0,128,UFS 4.0,No,,5160,120.0,Li-Po,No,0,1,1,21.0,,,,,50.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.5,3.1,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,265,450.0,1,,,,,,,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,606360,203725,145134,116858,140643,AMOLED,6.67,1080,2400,395,120,0,500.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,162.91,76.03,7.9,181.0,IP53,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,606360,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,2.0,5000,67.0,Li-Po,No,0,1,1,50.0,525.0,809.0,332.0,102.0,108.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.4,3.06,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,Yes,Mid-range,568,300.0,1,900.0,99.9,120.0,1.0,,18.0,36.4,99.0,14.0,2439.0,9888.0,7006.0,24353.0,9826.0,14380.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,457810,143808,105368,81867,126767,Super AMOLED,6.5,1080,2340,396,120,0,1000.0,0,, - DCI-P3 - Always-On Display,161.7,77.2,8.8,208.0,IP67,Plastic,Plastic,"Yes, in-button",,Samsung,5.0,1,457810,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,1.0,6000,25.0,Li-Ion,No,0,0,1,140.0,559.0,811.0,333.0,112.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 30FPS,120.0, - Bokeh mode - Pro mode,2.0,,,No,13.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,Yes,Mono,Yes,No,Yes,Mid-range,448,230.0,0,,99.6,119.0,1.0,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Vivo,2077133,439782,888982,417895,330474,AMOLED,6.78,1260,2800,453,144,1,3000.0,1,, - DCI-P3 - Always-On Display - DC Dimming,163.22,75.8,8.1,198.5,IP64,Glass,Metal,"Yes, in-display",12.0,TSMC,4.0,1,2077133,12,LPDDR5X,,4.0,256,UFS 4.0,No,,5000,120.0,Li-Po,No,0,1,1,20.0,522.0,933.0,356.0,98.0,50.0,Optical,Dual LED,No,Up to 30FPS,Up to 60FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode - RAW support,2.5,3.1,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,,Flagship,295,625.0,1,,,,,15.0,20.0,,76.0,103.0,17213.0,11023.0,6534.0,33223.0,11964.0,21214.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,141956,54580,17708,37174,32494,IPS LCD,6.53,720,1600,269,60,0,400.0,0,,,164.9,77.0,9.0,196.0,No,Plastic,Plastic,"Yes, rear",,TSMC,12.0,0,141956,2,LPDDR4X,,2.0,32,eMMC 5.1,MicroSD,1.0,5000,10.0,Li-Po,No,0,0,0,179.0,,,,,13.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.2,3.1,1.12,No,5.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,No,Budget,1451,110.0,0,,92.9,17120.0,47.0,,4.0,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Infinix,940458,263143,236506,197737,243072,AMOLED,6.78,1080,2436,388,144,0,1300.0,0,360.0, - DCI-P3 - Always-On Display - DC Dimming,164.26,75.43,8.15,194.0,IP54,Plastic,Plastic,"Yes, in-display",4.0,TSMC,4.0,1,940458,8,LPDDR5X,3200.0,4.0,256,UFS 3.1,,,5000,45.0,Li-Po,No,0,1,1,61.0,,,,,108.0,Digital,Quad LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.2,1.67,0.8,No,32.0,1440p at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,Yes,,Mid-range,143,350.0,1,,,,,22.0,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,414935,129606,63977,114137,101572,TFT LCD,6.6,1080,2408,400,60,0,500.0,0,,,169.0,80.1,10.2,240.0,IP68,Plastic,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,414935,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,4050,15.0,Li-Po,Yes,0,0,1,80.0,452.0,703.0,282.0,92.0,50.0,Digital,Dual LED,Digital,No,No,Up to 30FPS,, - ,2.0,2.76,,No,5.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Mono,Yes,No,Yes,Mid-range,234,379.0,0,,99.8,,24.0,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Samsung,133467,50498,14768,41217,26478,TFT LCD,6.4,720,1560,268,60,0,450.0,0,,,161.4,76.3,8.0,177.0,No,Plastic,Plastic,"Yes, rear",,Samsung,14.0,1,133467,2,LPDDR3,933.0,1.0,32,eMMC 5.1,MicroSD,2.0,4000,15.0,Li-Ion,No,0,0,1,110.0,,,,,13.0,Digital,LED,No,No,No,Up to 30FPS,115.0, - Bokeh mode - Pro mode,2.0,,,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Budget,1574,190.0,0,,,,,27.0,4.0,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Realme,243272,88116,23135,68922,63099,IPS LCD,6.74,720,1600,260,90,0,560.0,0,180.0,,167.2,76.7,7.99,186.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,243272,4,LPDDR4X,1866.0,2.0,64,eMMC 5.1,MicroSD,,5000,33.0,Li-Po,No,0,0,1,72.0,,,,,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.2,5.0,1.12,No,5.0,720p at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Mono,Yes,No,No,Budget,387,160.0,1,,,,,28.0,7.0,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Realme,597402,182827,116089,135192,163294,OLED,6.7,1080,2400,395,120,0,2000.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,162.95,75.45,7.87,190.0,IP54,Eco-leather,Plastic,"Yes, in-display",,TSMC,6.0,1,597402,8,LPDDR4X,2133.0,2.0,128,UFS 3.1,MicroSD,,5000,67.0,Li-Po,No,0,0,1,47.0,561.0,778.0,351.0,106.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.5,4.0,1.12,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,Yes,Stereo,Yes,No,,Mid-range,174,255.0,1,,,,,24.0,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Huawei,429415,140335,91897,93192,103991,LTPS LCD,6.4,1080,2310,398,60,0,450.0,1,,,159.2,76.3,8.7,183.0,No,Plastic,Plastic,"Yes, in-button",,,7.0,1,429415,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,Nano Memory,,4200,40.0,Li-Po,No,0,0,1,70.0,595.0,867.0,321.0,114.0,48.0,Digital,LED,Digital,No,No,Up to 30FPS,120.0, - Bokeh mode - Pro mode,2.0,3.1,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Active,No,Yes,No,Mono,Yes,Yes,No,Mid-range,1635,265.0,0,,98.8,,38.4,27.0,12.0,38.6,99.0,8.0,1421.0,5914.0,5752.0,15328.0,7536.0,9516.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,409507,130946,64159,104996,109406,IPS LCD,6.74,720,1600,260,90,0,600.0,0,,,168.0,78.0,8.09,192.0,No,Plastic,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,409507,4,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,5000,18.0,Li-Po,No,0,0,1,129.0,,,,,50.0,Digital,LED,No,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,1.8,,,No,5.0,1080p (Full HD) at 30 FPS,No,,No,2,Nano,Standby,No,No,Yes,Mono,Yes,Yes,No,Budget,265,145.0,1,,,,,28.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Honor,429586,134040,69774,102996,122806,AMOLED,6.7,1080,2412,394,90,0,600.0,0,, - DCI-P3,161.05,74.55,6.78,166.0,No,Plastic,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,429586,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,No,,4500,35.0,Li-Po,No,0,0,1,112.0,,,,,108.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,2.1,,,No,50.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,No,No,No,Mid-range,113,329.0,0,,,,,,18.0,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Nothing,707480,221883,181582,134320,169695,AMOLED,6.7,1080,2412,394,120,1,700.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,161.7,76.3,8.6,190.0,IP54,Plastic,Plastic,"Yes, in-display",4.0,TSMC,4.0,1,707480,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,,5000,45.0,Li-Po,No,0,0,1,63.0,692.0,1110.0,386.0,148.0,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,114.0, - Bokeh mode - Pro mode - RAW support,2.2,2.74,0.8,No,32.0,1080p (Full HD) at 60 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Mid-range,174,329.0,0,1300.0,99.3,90.0,1.0,24.0,,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,454863,146064,100468,93251,115080,AMOLED,6.57,1080,2400,401,60,0,600.0,1,, - Always-On Display - DC Dimming,163.7,74.8,7.9,192.0,No,Glass,Plastic,"Yes, in-display",,Samsung,7.0,1,454863,6,LPDDR4X,2133.0,2.0,128,UFS 2.1,No,2.0,4160,20.0,Li-Po,No,0,0,1,75.0,531.0,882.0,353.0,92.0,48.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.5,5.0,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Mono,Yes,Yes,No,Mid-range,1513,315.0,0,,99.0,241.0,9.0,13.0,20.0,43.7,99.0,10.0,1673.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,559333,193551,109871,126145,129766,IPS LCD,6.6,1080,2400,399,120,0,600.0,0,, - DCI-P3,162.83,73.77,9.19,202.0,Yes,Plastic,Plastic,"Yes, in-button",,Samsung,4.0,1,559333,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,MicroSD,,5000,20.0,Li-Po,No,0,0,1,90.0,,,,,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.5,4.0,1.12,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,1,Nano,,No,No,Yes,Stereo,Yes,No,Yes,Mid-range,448,399.0,1,,,,,,18.0,,,,,12908.0,7527.0,32773.0,9149.0,15329.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Infinix,270545,90479,41484,67690,70892,IPS LCD,6.78,1080,2460,396,90,0,500.0,0,, - DCI-P3,168.6,76.6,8.3,196.0,,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,270545,8,LPDDR4X,1800.0,2.0,128,eMMC 5.1,MicroSD,,5000,33.0,,No,0,1,1,97.0,,,,,50.0,Digital,Quad LED,No,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.2,,,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Budget,265,110.0,1,,,,,,7.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,737495,208809,204264,140912,183510,Dynamic AMOLED,7.6,1768,2208,373,120,1,700.0,1,, - DCI-P3 - Always-On Display,159.2,128.2,6.9,279.0,No,Glass,Metal,"Yes, in-button",4.0,TSMC,7.0,1,737495,12,LPDDR5,2750.0,4.0,256,UFS 3.1,No,2.0,4500,25.0,Li-Po,No,1,1,1,115.0,368.0,589.0,261.0,91.0,12.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode - RAW support,2.2,3.2,1.22,Phase autofocus,10.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,1451,2000.0,0,,99.9,219.0,8.0,26.0,20.0,42.9,82.0,25.0,4180.0,9968.0,7166.0,30079.0,9651.0,13360.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Samsung,1615704,407197,585008,335856,287643,Dynamic AMOLED,6.7,1440,3120,513,120,1,2600.0,1,, - DCI-P3 - Always-On Display,158.5,75.9,7.7,196.0,IP68,Glass,Metal,"Yes, in-display",12.0,TSMC,4.0,1,1615704,12,LPDDR5X,4266.0,4.0,256,UFS 4.0,No,,4900,45.0,Li-Ion,No,1,1,1,58.0,483.0,935.0,308.0,109.0,50.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.2,1.12,Phase autofocus,12.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,234,999.0,0,,,,,26.0,20.0,,,,,17717.0,8007.0,36681.0,14649.0,21460.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Google,901385,270120,281241,140631,209393,OLED,6.1,1080,2400,429,90,0,700.0,1,, - DCI-P3 - Always-On Display,152.0,72.9,9.0,193.5,IP67,Plastic,Metal,"Yes, in-display",4.0,Samsung,5.0,1,901385,8,LPDDR5,3200.0,4.0,128,UFS 3.1,No,1.0,4385,18.0,Li-Po,No,1,0,1,117.0,504.0,820.0,306.0,76.0,64.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.06,1.12,Phase autofocus (Dual Pixel),13.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Mid-range,479,499.0,0,1300.0,98.4,218.0,2.0,26.0,20.0,50.8,65.0,37.0,6343.0,7508.0,6374.0,19209.0,10337.0,15038.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
OnePlus,751799,242521,196618,140544,172176,AMOLED,6.55,1080,2400,402,90,0,1300.0,1,, - DCI-P3 - Always-On Display - DC Dimming,160.2,72.9,8.5,180.0,No,Glass,Metal,"Yes, in-display",4.0,TSMC,7.0,1,751799,8,LPDDR4X,1866.0,2.0,128,UFS 3.0,No,3.0,4300,30.0,Li-Po,No,0,0,1,52.0,551.0,792.0,292.0,93.0,48.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 240FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.0,3.0,1.0,Phase autofocus,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,1604,699.0,0,,97.7,373.0,2.8,13.0,20.0,35.5,99.0,23.0,3843.0,8227.0,5795.0,29192.0,9183.0,13937.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,1302183,340105,482159,225387,254532,OLED,6.67,1080,2400,394,144,0,600.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,161.76,73.5,8.39,198.5,IP52,Glass,Metal,"Yes, in-display",6.0,TSMC,4.0,1,1302183,8,LPDDR5,,4.0,128,UFS 3.1,No,,4610,125.0,Li-Po,No,1,1,1,33.0,496.0,794.0,316.0,100.0,200.0,Optical,Dual LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,114.0, - Bokeh mode - Pro mode - RAW support,2.2,2.8,0.61,No,60.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,721,900.0,1,1250.0,96.1,720.0,1.0,,20.0,36.2,75.0,34.0,5727.0,13720.0,8148.0,30885.0,12766.0,18485.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Huawei,774064,261761,190982,160994,160327,OLED,6.82,1260,2720,440,120,1,750.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,163.65,79.0,8.1,225.0,IP68,Glass,Metal,"Yes, in-display",,SMIC,7.0,1,774064,12,LPDDR5,3200.0,4.0,256,UFS 4.0,Nano Memory,,5000,88.0,Li-Po,No,1,1,1,31.0,,,,,50.0,Optical,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.4,0.0,1.6,No,13.0,2160p (4K) at 60 FPS,Yes,Yes,Yes,2,Nano,Standby,No,Yes,Yes,Stereo,No,No,No,Flagship,387,900.0,1,,,,,18.0,20.0,,93.0,30.0,5077.0,8075.0,5523.0,20437.0,8381.0,12769.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Realme,677094,214687,120996,185996,155415,OLED,6.7,1080,2412,394,120,1,2000.0,0,240.0, - DCI-P3 - Always-On Display - DC Dimming,161.34,73.91,8.23,188.0,IP65,Glass,Plastic,"Yes, in-display",,Samsung,4.0,1,677094,8,LPDDR4X,2133.0,2.0,128,UFS 3.1,No,,5200,45.0,Li-Po,No,0,0,1,,,,,,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.5,4.0,1.12,No,32.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,,Mid-range,21,300.0,1,,,,,22.0,,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
