Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Width (mm),Thickness (mm),Weight (gr),Waterproof,Frame material,Fingerprint scanner,L3 cache (mb),Lithography process (nm),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3
3,160324,57356,11840,44313,46815,6,6.5,720,1600,269,90,0,450,0,76.54,9.36,203.0,2,1,3,0,12,3,3,2,32,1,1,10,0,0,16,0,0,0,1,2.4,3.00395390070922,1.12,5.0,0,0,1,0,0,0,630,0.0,2,1,1,0,0,0,7,0,1,1,0,0,0,0,1,0,0,0
17,632700,200841,155228,130074,146557,1,6.55,1080,2400,402,120,0,500,1,75.8,8.3,193.5,3,2,1,0,6,8,4,4,128,6,0,33,1,1,50,0,0,1,2,2.5,3.13,1.0,16.0,0,1,0,0,0,1,783,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
2,271623,87012,41702,72419,70490,2,6.79,1080,2460,396,90,1,550,0,76.28,8.3,205.0,3,1,2,0,12,6,3,2,128,1,1,33,0,0,108,0,0,0,1,2.5,1.67,0.9680385288966724,13.0,0,0,1,1,1,0,82,0.0,2,1,1,1,0,0,20,0,1,0,0,0,0,0,1,0,0,0
13,1290361,357030,481843,215868,235620,1,7.85,2224,2496,426,120,1,500,1,141.5,5.3,241.0,0,2,2,6,4,12,4,4,256,6,2,66,0,1,50,1,0,2,2,2.4,3.09,1.0,8.0,0,0,0,0,0,2,509,6.0,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,1,1
1,1071616,247268,446806,177376,200166,1,6.3,1080,2424,422,120,1,2700,1,72.0,8.5,198.0,8,2,1,0,4,12,5,4,128,6,0,27,1,1,50,0,0,2,2,2.2,3.1,1.22,10.5,1,1,0,0,0,2,21,3.0,4,2,1,1,1,1,20,1,1,1,0,0,0,1,0,1,0,1
5,930073,254735,305726,171031,198581,5,6.7,1080,2400,394,120,1,1300,1,75.6,7.8,200.0,8,2,1,0,5,8,4,2,128,6,0,25,1,1,12,0,1,2,2,2.2,3.24,1.22,10.0,1,1,0,0,1,2,1298,3.0,4,2,1,1,1,0,24,1,1,1,1,1,0,0,1,1,0,1
7,911546,241474,302471,165481,202120,1,6.5,1644,3840,643,120,0,385,1,71.0,8.2,186.0,8,2,2,4,5,12,4,2,256,6,1,30,1,1,12,0,0,3,2,2.0,4.0,1.12,8.0,0,1,1,0,1,2,1178,4.0,2,1,1,1,1,1,20,1,1,1,0,0,0,0,1,0,0,1
11,247581,80053,23425,83001,61102,2,6.6,720,1612,267,90,0,450,0,75.6,8.55,190.0,0,1,2,1,12,3,3,2,64,1,1,10,0,0,13,0,0,0,1,1.9,3.00395390070922,0.9680385288966724,8.0,0,1,1,1,0,0,265,0.0,2,1,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0
2,1481667,381423,509135,338352,252757,0,6.67,1220,2712,446,120,1,2400,1,74.4,7.8,179.0,4,1,1,8,4,8,5,4,256,7,0,90,0,0,50,0,0,2,2,2.2,4.0,0.8,20.0,0,1,0,0,1,1,113,1.0,2,2,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
10,162436,57449,12577,45538,46872,2,6.5,720,1600,270,60,0,450,0,75.9,8.55,199.4,2,1,2,0,28,3,3,2,64,1,1,10,0,0,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,568,0.0,2,1,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0
5,125214,45078,14913,40800,24423,7,6.5,720,1600,270,60,0,400,0,75.9,9.1,196.0,0,1,0,0,14,3,1,1,32,1,1,15,0,0,13,0,0,0,1,2.2,3.00395390070922,0.9680385288966724,5.0,0,0,1,1,1,0,1329,0.0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
2,1977936,431383,800859,418642,327052,0,6.73,1440,3200,522,120,1,3000,1,75.3,8.49,223.0,8,2,1,12,4,12,5,4,256,7,0,120,1,1,50,1,1,2,2,2.0,3.0,0.7,32.0,1,1,0,0,1,2,326,4.0,4,2,1,1,1,1,20,1,1,1,0,0,0,1,0,1,1,1
10,444980,138041,110265,87285,109389,2,6.58,1080,2408,401,120,0,400,0,75.93,8.61,190.0,2,1,2,0,6,4,3,2,64,3,1,20,0,0,50,0,0,0,2,2.0,4.0,0.64,8.0,1,1,1,1,0,1,721,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
5,764972,215632,254427,130742,164171,3,6.5,1080,2400,407,120,0,400,1,74.5,8.4,190.0,8,2,1,4,7,6,4,2,128,6,1,25,1,1,12,1,0,2,2,2.0,2.74,0.8,32.0,0,1,0,0,1,2,1421,2.0,4,2,1,1,1,1,20,1,1,0,1,1,0,0,1,1,0,1
20,598539,168110,177397,102700,150332,1,6.46,1224,2700,459,90,0,880,0,75.83,9.6,212.0,5,1,2,0,7,8,4,4,256,6,1,30,0,0,50,0,0,1,2,2.45,2.76,0.64,50.0,1,1,0,0,0,2,356,2.0,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
3,530065,169860,86981,115646,157578,4,6.55,1080,2400,402,144,1,550,1,71.99,7.89,172.0,8,1,1,0,6,8,3,2,128,6,0,68,0,0,50,0,0,1,2,2.4,1.5,0.7,32.0,1,1,0,0,1,1,356,1.0,4,1,1,1,1,0,18,1,1,0,0,0,0,0,1,1,1,1
11,432344,133294,67360,115047,116643,2,6.78,1080,2460,396,120,0,580,0,76.6,8.4,193.0,3,1,2,0,6,8,3,2,256,3,1,33,0,0,108,0,0,0,1,2.2,1.67,0.64,32.0,0,0,1,1,0,1,265,0.0,2,1,1,0,0,0,20,0,1,0,0,0,0,0,1,0,0,0
5,442087,141418,99558,82662,118489,6,6.6,1080,2408,400,120,0,430,0,76.9,9.4,198.0,0,1,2,0,5,6,3,2,128,4,1,25,0,1,50,0,0,1,2,2.2,4.0,1.12,8.0,0,1,1,1,1,0,874,1.0,2,1,1,0,0,0,20,1,1,0,0,0,0,0,1,0,0,0
5,583065,205859,149116,91151,136939,3,6.7,1080,2400,393,120,0,400,0,76.4,7.4,173.0,0,1,2,0,6,6,3,2,128,3,1,25,0,0,64,0,0,1,2,2.2,3.06,1.12,32.0,0,1,0,0,1,1,1056,1.0,4,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,0
5,1874045,435302,791991,342087,304665,5,7.6,1856,2160,374,120,1,500,1,132.6,5.6,239.0,8,2,2,12,4,12,5,4,256,7,0,25,1,1,50,0,2,2,2,2.2,3.0,1.22,10.0,1,1,0,0,1,2,52,6.0,4,2,1,1,1,0,20,1,1,1,1,1,0,1,0,1,0,1
8,1704113,436089,642666,318418,306940,0,6.8,1116,2480,400,120,0,500,1,76.35,9.47,228.0,0,2,1,8,4,12,5,4,256,7,0,65,0,0,50,0,2,2,2,2.0,2.8,1.12,16.0,0,1,1,0,0,2,418,2.0,2,2,1,1,0,0,20,1,1,0,0,0,1,0,0,1,1,1
3,314279,106180,39454,90036,78609,0,6.6,1080,2400,402,90,0,500,1,74.46,7.99,169.0,2,1,2,0,6,4,3,2,128,3,1,30,0,0,50,0,0,0,1,2.5,4.0,1.0,16.0,0,0,1,1,1,1,844,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,0,0,1
2,407741,128013,96983,75545,107200,0,6.55,1080,2400,402,90,0,500,1,75.7,6.8,157.0,3,1,2,0,8,4,3,2,64,4,1,33,0,0,64,0,0,1,2,2.5,3.06,1.0,16.0,0,0,0,0,0,1,1239,1.0,2,2,1,1,0,0,15,1,1,0,0,0,0,0,1,1,0,1
14,576716,187667,95385,152993,140671,0,6.7,1080,2412,394,120,0,950,0,74.02,8.75,190.0,5,0,1,0,4,8,3,2,128,4,0,67,0,0,50,1,0,1,2,2.4,4.0,1.12,16.0,0,1,0,0,1,1,234,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,1,0,1,1,1
5,478425,143324,127938,86144,121019,3,6.4,1080,2400,411,90,0,500,0,74.0,8.1,186.0,7,1,1,0,5,6,3,2,128,4,1,25,0,0,48,0,0,1,2,2.2,5.0,1.12,13.0,0,1,0,0,1,1,874,1.0,4,1,1,1,0,0,18,1,1,0,1,1,0,0,1,0,0,1
3,240012,75962,22972,79342,61736,2,6.6,720,1600,266,90,0,500,0,74.5,8.0,180.0,2,1,2,1,12,4,3,2,64,1,1,10,0,0,16,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,5.0,0,0,1,0,1,0,234,0.0,2,1,1,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0
2,817544,248610,220285,152326,196323,0,6.67,1080,2400,395,120,0,700,1,76.4,7.8,196.0,3,1,2,4,7,6,4,4,128,6,0,33,0,0,48,0,0,1,2,2.5,3.4,0.8,20.0,0,1,0,0,1,2,1270,1.0,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
2,153983,55340,10749,42864,45030,2,6.71,720,1650,268,90,0,420,0,76.3,8.32,199.0,0,1,2,0,12,3,3,2,64,1,1,10,0,0,8,0,0,0,1,2.2,3.00395390070922,0.9680385288966724,5.0,0,0,1,1,0,0,203,0.0,2,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
6,674056,225606,162571,130246,155633,0,6.7,1080,2412,394,120,0,950,1,75.5,8.2,184.0,0,1,1,0,6,8,3,2,128,6,1,80,0,0,50,0,0,1,2,2.4,3.13,1.0,16.0,0,1,0,0,1,1,387,1.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1
1,250172,83481,37768,61127,67796,1,5.6,1080,2220,441,60,0,500,0,70.1,8.2,147.0,0,1,3,0,10,4,3,2,64,1,0,18,0,0,12,0,0,1,3,2.0,2.8,1.12,8.0,1,0,1,0,0,1,1940,1.0,2,1,1,1,1,0,11,1,1,1,0,0,0,0,1,1,0,0
16,158632,52247,18223,48674,39488,2,6.0,540,1092,203,60,0,400,0,74.9,9.7,190.0,0,1,0,0,12,2,3,2,32,1,1,10,0,0,5,0,0,0,1,2.8,3.00395390070922,0.9680385288966724,2.0,0,0,1,0,0,0,143,,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
16,410348,131259,63965,112246,102878,2,6.6,720,1612,267,90,0,480,0,75.1,8.3,183.5,4,1,2,2,6,4,3,2,128,4,1,18,0,0,50,0,0,0,1,2.2,4.0,1.12,8.0,1,1,1,0,1,1,143,,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,0,0,0
2,147618,55342,15180,46991,30105,2,6.22,720,1520,270,60,0,400,0,75.4,9.4,188.0,1,1,3,0,12,3,1,1,32,1,1,18,0,0,12,0,0,0,1,2.0,2.55,1.12,8.0,0,0,1,1,0,0,1787,0.0,2,1,1,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0
13,1264201,377589,471721,213072,201818,1,6.67,1220,2700,444,120,1,550,1,74.5,8.3,200.0,8,2,1,6,4,8,4,4,256,6,2,88,1,1,48,0,0,2,2,2.4,1.4,1.22,13.0,0,0,0,0,0,2,540,4.0,4,2,1,1,0,0,20,1,1,0,1,1,0,0,1,1,1,1
1,478984,146165,123957,94203,114659,1,6.34,1080,2400,413,60,0,500,1,73.2,8.8,183.0,7,2,3,0,7,6,3,2,128,3,0,18,0,0,12,0,0,2,2,2.0,4.0,1.12,8.0,1,1,1,0,0,1,1056,1.0,2,2,1,1,1,0,15,1,1,1,0,0,0,0,1,1,0,1
9,319875,108407,40492,96607,74369,8,6.59,1080,2412,401,90,0,480,0,75.7,8.4,191.0,0,1,2,0,6,6,3,2,128,4,1,33,0,1,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,16.0,0,0,1,1,0,1,905,1.0,2,1,1,1,0,0,12,0,1,0,0,0,0,0,1,0,0,1
14,877821,270686,213544,167587,226004,0,6.7,1080,2412,394,120,1,600,1,75.6,8.2,188.0,0,1,1,4,5,6,4,4,128,6,0,80,0,0,50,0,0,2,2,2.5,3.09,1.0,16.0,0,1,0,0,1,2,905,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
11,370980,112313,60006,90615,108046,2,6.8,1080,2460,395,120,0,480,0,74.55,8.58,204.0,0,1,2,0,12,8,3,2,128,3,1,33,0,0,64,1,0,0,1,2.4,3.4,0.8,32.0,0,0,1,1,0,1,783,0.0,2,1,1,1,0,0,20,1,0,0,0,0,0,0,1,0,0,0
4,1621912,391207,592185,339817,298703,1,6.81,1312,2848,460,120,1,600,1,76.7,8.8,217.0,8,2,1,8,4,16,5,4,512,7,0,66,1,1,50,1,0,2,2,2.0,2.5,0.7,12.0,0,1,0,0,1,2,540,3.0,4,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
13,590073,190574,158715,112371,128413,2,6.26,1080,2340,412,60,0,500,0,74.0,7.8,174.0,0,2,2,0,7,6,3,2,128,3,0,22,0,0,48,0,0,1,2,2.0,2.8,0.8,32.0,0,0,0,0,0,1,1756,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,0
5,196272,66646,32355,60940,36331,7,6.5,720,1600,270,60,0,540,0,75.3,8.9,192.0,0,1,3,0,8,3,3,2,32,1,1,15,0,0,48,0,0,0,1,2.2,3.1,1.12,13.0,0,0,1,1,1,0,1543,0.0,2,1,1,0,0,0,13,1,1,0,1,1,0,0,1,0,0,0
2,439099,156508,82587,95123,105691,0,6.67,1080,2400,395,120,0,700,0,76.21,7.98,189.0,3,1,2,0,6,6,3,2,128,4,1,33,0,0,48,0,0,0,1,2.5,3.0,1.12,13.0,0,1,1,1,1,1,568,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
5,421778,135657,88407,89854,107860,3,6.5,1080,2400,405,120,0,400,1,75.1,8.4,189.0,7,1,1,3,8,6,3,2,128,3,1,25,0,0,64,0,0,1,2,2.2,2.8,0.8,32.0,0,1,1,1,1,1,1270,1.0,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
2,421890,145931,65720,99558,110681,2,6.6,1080,2400,399,90,0,450,0,75.78,8.75,195.0,3,1,2,2,6,4,3,2,64,4,1,33,0,1,50,0,0,0,2,2.45,3.06,1.0,16.0,0,1,1,1,0,1,1025,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,0,0,1
5,391095,136002,61819,92760,100514,7,6.6,1080,2400,399,90,0,500,0,78.0,9.1,204.0,0,1,2,2,7,4,3,2,64,4,1,15,0,0,50,0,0,0,1,2.0,2.76,1.12,13.0,0,1,1,0,1,0,599,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,0
12,910709,275604,238705,184878,211522,0,6.78,1080,2400,388,120,0,600,1,74.8,7.4,182.0,0,1,1,4,4,8,5,4,128,6,0,66,0,0,50,0,0,2,2,2.5,2.76,0.64,50.0,0,1,0,0,1,1,540,1.0,2,1,1,1,1,1,20,1,1,0,0,0,0,0,1,1,1,1
0,756783,211807,215357,154309,175310,0,6.67,1080,2400,395,120,0,900,0,75.89,8.1,187.0,3,1,1,0,6,8,3,2,256,6,1,45,0,1,108,0,0,1,2,2.5,1.67,0.8,32.0,0,1,1,1,0,1,387,0.0,3,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
2,428892,132906,66071,110845,119070,0,6.67,1080,2400,395,120,0,1300,0,74.95,7.98,188.0,4,1,1,0,6,8,3,2,256,4,1,67,0,0,200,0,0,0,2,2.4,3.06,1.0,16.0,0,0,1,1,1,1,234,1.0,2,2,1,1,0,0,12,1,1,0,0,0,0,0,1,1,1,1
4,1012201,259919,367772,179429,205090,1,6.81,1312,2848,460,120,0,600,1,74.7,9.15,215.0,8,2,1,6,4,8,4,4,256,6,0,100,1,1,50,0,0,2,2,2.2,2.5,0.7,12.0,1,1,0,0,1,2,874,4.0,4,1,1,1,1,0,20,1,1,0,0,0,0,0,1,1,0,1
13,372441,95187,104334,82832,90088,1,6.1,1080,2240,408,60,0,400,1,73.0,7.8,180.0,7,2,2,0,10,6,3,2,128,3,0,22,0,0,40,1,0,1,2,2.0,2.8,0.9,24.0,0,0,0,0,1,2,2335,3.0,2,1,1,1,1,0,18,1,1,0,0,0,0,0,1,1,0,0
3,308046,99752,40068,95972,72254,2,6.5,1080,2400,405,90,0,450,0,73.84,8.49,184.0,1,1,2,0,6,4,3,2,64,3,1,30,0,0,50,0,0,0,1,2.4,4.0,1.12,16.0,0,0,1,1,1,0,752,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,0,0,1
4,237553,79571,36931,53005,68046,2,6.7,1080,2388,391,90,0,450,0,74.5,7.48,179.0,0,1,2,0,12,6,3,2,128,1,0,22,0,0,100,0,0,0,1,2.5,3.00395390070922,0.9680385288966724,16.0,0,0,0,0,0,1,568,0.0,2,1,1,1,0,0,7,1,1,0,0,0,0,0,1,0,0,1
2,755301,216666,202963,150303,185369,2,6.6,1080,2400,399,120,1,450,1,75.9,8.9,193.0,3,1,2,8,6,8,3,2,128,6,0,67,0,0,64,0,0,1,2,2.5,3.06,1.0,16.0,0,1,0,0,1,1,1117,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
3,488915,161084,77821,108351,141659,2,6.5,1080,2400,405,120,0,560,0,73.82,8.89,192.0,2,1,2,0,6,8,3,2,128,4,1,30,0,1,50,0,0,0,2,2.4,3.00395390070922,1.0,16.0,0,1,1,1,1,1,143,0.0,2,1,1,1,1,0,18,1,1,0,0,0,0,0,1,0,0,1
8,2288881,477242,955140,455257,401242,0,6.8,1116,2480,400,120,1,1600,1,76.4,8.9,229.0,0,2,1,12,4,12,5,4,256,7,0,80,0,0,50,0,2,2,2,2.0,2.8,1.12,16.0,0,1,1,0,1,2,52,2.0,2,2,1,1,0,0,20,1,1,0,0,0,1,0,0,1,1,1
11,752312,203651,213575,156546,178540,0,6.67,1080,2400,395,120,0,500,1,75.9,7.8,193.0,3,1,1,0,6,8,3,2,256,6,1,33,0,0,64,0,0,1,2,2.5,2.8,0.8,32.0,0,1,1,1,0,1,479,1.0,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
13,597110,194085,160060,116387,126580,1,6.47,1080,2340,398,60,0,570,1,73.4,8.4,192.0,8,2,1,0,7,6,3,2,128,3,2,40,1,1,40,1,0,1,2,2.0,2.7,1.0,32.0,0,0,0,0,1,2,1940,3.0,2,1,1,1,1,0,21,1,1,1,1,1,0,1,0,1,1,1
10,432674,138399,92935,91603,109737,0,6.43,1080,2400,409,90,0,450,0,73.9,7.99,185.0,7,2,1,0,6,6,3,2,128,5,0,33,0,0,50,0,0,0,2,2.4,3.06,1.0,16.0,1,1,0,1,0,1,721,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
1,565573,178561,153977,86156,146879,4,5.7,1080,2280,444,90,0,450,1,68.8,8.2,162.0,8,2,0,2,7,6,3,2,64,5,0,18,1,0,12,1,0,1,2,2.0,3.09,1.22,8.0,1,0,0,0,1,2,1756,3.0,2,1,1,1,1,0,18,1,1,1,1,1,0,0,1,1,0,1
6,1081135,347567,300204,202823,230541,0,6.74,1240,2772,451,120,1,600,1,75.1,8.5,191.5,4,1,1,8,4,12,5,4,256,6,0,80,0,0,64,0,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,1,1,540,1.0,2,1,1,1,0,0,19,1,1,0,0,0,0,1,0,1,1,1
9,476864,148126,111932,99092,117714,0,6.43,1080,2400,409,90,0,600,1,73.2,7.8,173.0,0,1,1,2,6,8,3,2,256,4,1,65,0,1,64,0,0,1,2,2.4,2.0,0.9680385288966724,32.0,0,1,1,0,0,2,933,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
0,232834,83828,23301,65632,60073,2,6.6,720,1612,267,90,0,500,0,75.6,8.5,184.0,0,1,2,1,12,3,3,2,64,1,1,10,0,0,13,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,295,0.0,2,1,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0
13,263054,85440,34305,80324,62985,6,6.75,720,1600,260,60,0,460,0,77.7,8.9,168.3,0,1,2,1,14,8,3,2,128,3,0,22,0,0,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,0,0,0,1,203,1.0,2,1,1,0,0,0,20,0,1,0,0,0,0,0,1,0,0,0
2,1225350,326540,470277,191951,236618,0,6.28,1080,2400,419,120,0,500,1,69.9,8.16,182.0,0,2,1,6,4,8,4,4,128,6,0,67,1,1,50,0,1,2,2,2.5,3.0,0.7,32.0,0,1,0,0,1,2,783,2.0,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
0,428489,132588,70042,107941,117918,0,6.78,1080,2436,393,120,0,1300,0,74.53,7.75,190.0,4,1,1,0,6,8,3,2,256,4,1,45,1,1,108,0,0,0,2,2.2,3.1,0.8,32.0,0,0,0,1,0,1,174,0.0,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
5,734625,233124,172897,151024,177580,3,6.6,1080,2340,390,120,1,1000,1,77.4,8.2,213.0,7,2,1,4,4,8,4,4,128,6,1,25,0,0,50,0,0,1,2,2.2,2.74,0.8,32.0,1,1,0,0,1,1,174,1.0,4,1,1,1,0,0,18,1,1,1,1,1,0,1,0,1,0,1
5,383153,132249,74109,72736,104059,3,6.7,1080,2400,393,90,0,400,1,77.4,8.4,203.0,7,1,1,0,8,6,3,2,128,3,1,25,0,0,64,0,0,1,2,2.2,2.8,0.8,32.0,0,0,1,1,1,1,1270,1.0,4,1,1,1,0,0,15,1,1,0,0,0,0,0,1,1,0,0
12,412879,127148,64750,107779,113202,0,6.62,1080,2400,398,120,0,500,0,75.81,7.8,185.0,4,1,1,0,6,8,3,2,128,4,1,66,0,0,64,0,0,0,2,2.5,3.00395390070922,0.9680385288966724,32.0,0,0,0,0,1,1,540,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
6,1514897,376607,588440,282545,267305,0,6.7,1440,3216,525,120,1,1300,1,74.1,8.53,205.0,4,2,1,8,4,8,5,4,128,7,0,100,0,0,50,0,1,2,2,2.4,3.09,1.0,16.0,1,1,0,0,1,2,599,2.0,2,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
5,441380,124526,138077,82138,96639,3,6.4,1440,2960,514,60,0,520,1,76.4,8.8,201.0,8,2,3,0,10,6,3,2,128,3,1,15,1,0,12,1,0,2,2,1.7,3.6,1.22,8.0,0,0,1,0,1,2,2213,3.0,3,1,1,1,1,0,18,1,1,1,1,1,0,0,1,1,0,0
9,1032280,243873,421754,149604,217049,0,6.7,1440,3216,525,120,1,500,1,73.9,8.5,218.0,8,2,1,6,4,8,4,4,256,6,0,80,1,1,50,0,0,2,2,2.4,2.74,0.8,32.0,1,1,0,0,1,2,905,5.0,2,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,0,1
2,1981079,432043,820859,403115,325062,0,6.67,1440,3200,526,120,1,4000,1,74.95,8.21,209.0,8,2,1,12,4,12,5,4,256,7,0,120,0,0,50,1,1,2,2,2.2,3.06,1.0,16.0,0,1,0,0,1,2,265,1.0,2,2,1,1,0,1,20,1,1,0,0,0,0,1,0,1,1,1
14,567378,176730,111201,126509,152938,0,6.67,1080,2400,395,120,0,1200,0,75.45,7.97,188.0,4,1,1,0,6,6,3,2,128,6,0,45,0,0,50,0,0,0,1,2.5,3.0,1.0,16.0,0,1,1,0,1,1,143,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
15,810336,193057,260802,160768,195709,0,6.78,1080,2448,395,144,0,800,1,77.0,9.9,239.0,0,2,1,4,5,8,4,4,128,6,0,65,0,1,64,0,2,2,2,2.5,4.0,1.12,24.0,0,1,1,0,1,2,1270,3.0,2,1,1,1,0,0,20,1,1,0,1,1,0,1,0,1,1,1
6,958789,258367,306346,174080,219996,0,6.7,1440,3216,525,120,1,500,1,73.6,8.7,197.0,8,2,1,4,5,8,4,4,128,6,0,65,1,1,48,0,2,3,2,2.0,3.06,1.0,16.0,1,1,0,0,1,2,1270,3.0,2,1,1,1,1,1,20,1,1,1,0,0,0,0,1,1,1,1
3,422587,146897,77755,87633,110302,8,6.7,1080,2400,393,60,0,400,1,76.1,9.9,212.0,2,1,3,3,8,4,3,2,64,3,1,15,0,0,48,0,0,1,2,2.2,3.06,1.0,16.0,0,1,1,0,0,1,1329,1.0,2,1,1,1,0,0,18,1,1,1,0,0,0,0,1,0,0,0
5,571424,181304,132908,103044,154168,3,6.7,1080,2400,393,120,0,800,0,77.3,8.4,199.0,0,1,2,4,5,8,3,2,128,6,1,25,0,0,108,0,0,1,2,2.2,2.8,0.8,32.0,0,1,0,0,1,1,509,1.0,4,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
5,393317,126527,96049,68724,102017,7,6.6,1080,2408,400,120,0,525,0,77.0,8.4,198.0,0,1,2,3,8,4,3,2,128,3,1,25,0,0,50,0,0,1,1,2.2,4.0,1.12,8.0,0,1,1,1,1,1,905,0.0,2,1,1,0,0,0,20,1,1,0,0,0,0,0,1,0,0,0
12,1613322,390264,603227,320946,298885,0,6.78,1260,2800,453,144,1,1400,1,75.68,8.34,190.0,0,1,1,8,4,12,5,4,256,7,0,120,0,1,50,0,2,2,2,2.5,3.1,1.0,16.0,0,1,0,0,1,2,265,2.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
0,414904,128589,64286,108629,113400,0,6.67,1080,2400,395,120,0,900,0,75.95,8.12,203.0,3,1,2,0,6,8,3,2,256,4,1,68,1,1,108,0,0,0,2,2.0,2.8,0.8,32.0,0,0,1,1,0,1,479,0.0,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
0,404837,138492,51297,109643,105405,0,6.7,1080,2400,393,60,0,1000,0,76.5,7.8,195.0,0,1,2,0,6,8,3,2,128,4,1,33,0,0,50,0,0,0,2,1.6,3.00395390070922,1.28,16.0,0,0,1,1,0,1,691,0.0,3,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
4,1527223,382212,618660,278649,247702,0,6.7,1200,2664,436,120,0,2600,1,74.2,7.9,185.0,0,0,1,8,4,12,5,4,256,7,0,100,0,1,50,0,0,1,2,2.4,1.56,1.0,16.0,0,1,0,0,0,2,265,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
14,1293540,349908,472589,210537,260506,0,6.74,1240,2772,451,144,0,600,1,75.75,8.9,199.0,0,1,1,6,4,8,5,4,256,6,0,150,0,0,50,0,0,2,2,2.5,3.09,1.0,16.0,0,1,0,0,1,2,568,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
10,208242,71206,24730,53808,58498,2,6.5,720,1600,270,90,0,480,0,75.9,8.5,189.0,0,1,2,1,12,3,3,2,32,1,1,18,0,0,13,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,905,0.0,2,1,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0
